person_id,transcript
17509,"sea. The master was an old Turtle--we used to call him Tortoise--’
"
23064,"only too glad to do so.
"
53414,"key and hurried off to the garden door.
"
59389,"‘No, I didn’t,’ said Alice: ‘I don’t think it’s at all a pity. I said
"
89749,"‘The reason is,’ said the Gryphon, ‘that they WOULD go with the lobsters
"
36298,"
"
98003,"evidently meant for her.
"
66441,"the Duchess and the baby--the fire-irons came first; then followed a
"
68286,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
"
34773,"
"
93409,"made out that she was in the pool of tears which she had wept when she
"
85813,"    Exactly as we were.
"
26656,"
"
72700,"Alice a little timidly: ‘but it’s no use going back to yesterday,
"
45958,"
"
82700,"‘Then you may SIT down,’ the King replied.
"
41968,"‘You shan’t be beheaded!’ said Alice, and she put them into a large
"
76914,"The long grass rustled at her feet as the White Rabbit hurried by--the
"
96609,"which the wretched Hatter trembled so, that he shook both his shoes off.
"
87912,"kept fanning herself all the time she went on talking: ‘Dear, dear! How
"
77142,"be Mabel, for I know all sorts of things, and she, oh! she knows such a
"
57851,"‘Mine is a long and a sad tale!’ said the Mouse, turning to Alice, and
"
21359,"candle is like after the candle is blown out, for she could not remember
"
96834,"
"
81507,"tone, ‘I’m afraid I’ve offended it again!’ For the Mouse was swimming
"
76355,"(IF you don’t know what a Gryphon is, look at the picture.) ‘Up, lazy
"
77106,"the Dodo suddenly called out ‘The race is over!’ and they all crowded
"
58107,"feebly stretching out one paw, trying to touch her. ‘Poor little thing!’
"
62548,"
"
94931,"the Lizard in head downwards, and the poor little thing was waving its
"
49568,"‘Not like cats!’ cried the Mouse, in a shrill, passionate voice. ‘Would
"
89531,"‘But I don’t want to go among mad people,’ Alice remarked.
"
31003,"
"
21761,"
"
76853,"be NO mistake about it: it was neither more nor less than a pig, and she
"
25077,"beheaded, and that you weren’t to talk nonsense.
"
98629,"a hurry that she tipped over the jury-box with the edge of her skirt,
"
20965,"
"
18016,"arranged; the only difficulty was, that she had not the smallest idea
"
10777,"wrote down all three dates on their slates, and then added them up, and
"
81400,"a deal too flustered to tell you--all I know is, something comes at me
"
96996,"the best thing to get us dry would be a Caucus-race.’
"
25710,"change the subject.
"
37917,"‘You mean you can’t take LESS,’ said the Hatter: ‘it’s very easy to take
"
64763,"‘--and I hadn’t begun my tea--not above a week or so--and what with the
"
78862,"much larger than a rat-hole: she knelt down and looked along the passage
"
34351,"Alice opened the door and found that it led into a small passage, not
"
64766,"As they walked off together, Alice heard the King say in a low voice,
"
60353,"    You gave us three or more;
"
21474,"
"
44677,"to Alice an excellent opportunity for croqueting one of them with the
"
66908,"
"
57822,"‘That depends a good deal on where you want to get to,’ said the Cat.
"
26264,"for the next moment a shower of little pebbles came rattling in at the
"
38455,"There was a dead silence instantly, and Alice thought to herself, ‘I
"
73690,"hand and a piece of bread-and-butter in the other. ‘I beg pardon, your
"
96977,"suppose I ought to eat or drink something or other; but the great
"
64638,"
"
68805,"rather shyly, ‘I--I hardly know, sir, just at present--at least I know
"
25330,"
"
54717,"
"
35947,"The rabbit-hole went straight on like a tunnel for some way, and then
"
87475,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
99746,"
"
83118,"a procession,’ thought she, ‘if people had all to lie down upon their
"
46293,"Distraction, Uglification, and Derision.’
"
15722,"on. Her listeners were perfectly quiet till she got to the part about
"
76308,"
"
94922,"
"
74939,"
"
71839,"‘Why, SHE,’ said the Gryphon. ‘It’s all her fancy, that: they never
"
95535,"Alice didn’t think that proved it at all; however, she went on ‘And how
"
79346,"
"
61885,"     How I wonder what you’re at!”
"
29343,"tone. ‘The Queen will hear you! You see, she came rather late, and the
"
58048,"‘You are,’ said the King.
"
91509,"‘I dare say you’re wondering why I don’t put my arm round your waist,’
"
97887,"back to the table, half hoping she might find another key on it, or at
"
15740,"was beating her violently with its wings.
"
17989,"gardeners instantly jumped up, and began bowing to the King, the Queen,
"
39436,"saying, in a solemn tone, ‘For the Duchess. An invitation from the Queen
"
52563,"to say, she simply bowed, and took the thimble, looking as solemn as she
"
26998,"but I don’t remember where.’
"
65458,"
"
15963,"of THAT is--“Take care of the sense, and the sounds will take care of
"
77728,"‘Let’s go on with the game,’ the Queen said to Alice; and Alice was
"
71220,"
"
56039,"appear, and after a minute or two she walked on in the direction in
"
32021,"‘Why,’ said the Dodo, ‘the best way to explain it is to do it.’ (And, as
"
34898,"sudden change, but very glad to find herself still in existence; ‘and
"
96897,"see whether it’s marked “poison” or not’; for she had read several nice
"
21579,"Presently she began again. ‘I wonder if I shall fall right THROUGH the
"
84008,"‘May it please your Majesty,’ said Two, in a very humble tone, going
"
88238,"
"
18562,"
"
18568,"it: for she thought, and rightly too, that very few little girls of her
"
53915,"tea-things are put out here?’ she asked.
"
75994,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
31887,"‘Collar that Dormouse,’ the Queen shrieked out. ‘Behead that Dormouse!
"
82253,"‘Thinking again?’ the Duchess asked, with another dig of her sharp
"
70448,"‘If you didn’t sign it,’ said the King, ‘that only makes the matter
"
63508,"‘It’s all about as curious as it can be,’ said the Gryphon.
"
86294,"    ‘I feared it might injure the brain;
"
54966,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
"
26485,"to herself, ‘it would have made a dreadfully ugly child: but it makes
"
77247," ‘“Will you walk a little faster?” said a whiting to a snail.
"
83025,"last in the beautiful garden, among the bright flower-beds and the cool
"
40804,"looked like the right thing to eat or drink under the circumstances.
"
35576,"anxiously over his shoulder as he spoke, and then raised himself upon
"
49126,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
26566,"‘Why, SHE, of course,’ said the Dodo, pointing to Alice with one finger;
"
41851,"‘What for?’ said the one who had spoken first.
"
36172,"       HEARTHRUG,
"
82453,"           death.”’
"
60383,"was sneezing on the Duchess’s knee, while plates and dishes crashed
"
54211,"a-piece all round.
"
86298,"just succeeded in curving it down into a graceful zigzag, and was going
"
70618,"cheated herself in a game of croquet she was playing against herself,
"
61897,"Suddenly she came upon a little three-legged table, all made of solid
"
40588,"
"
30585,"These were the verses the White Rabbit read:--
"
37427,"It did so indeed, and much sooner than she had expected: before she had
"
18324,"
"
72835,"
"
15710,"
"
70482,"‘I thought it would,’ said the Cat, and vanished again.
"
78893,"frightened Mouse splashed his way through the neighbouring pool--she
"
27093,"
"
78023,"‘You’ll see me there,’ said the Cat, and vanished.
"
80252,"of the house!’ (Which was very likely true.)
"
85885,"was over, and both the hedgehogs were out of sight: ‘but it doesn’t
"
55468,"
"
79781,"neck would bend about easily in any direction, like a serpent. She had
"
40933,"Wonderland, though she knew she had but to open them again, and all
"
86557,"
"
97786,"Just then she heard something splashing about in the pool a little way
"
56564,"‘How do you like the Queen?’ said the Cat in a low voice.
"
59139,"nearly out of sight, he said in a deep voice, ‘What are tarts made of?’
"
79469,"
"
82222,"‘I’ve heard something like it,’ said Alice.
"
21772,"
"
68085,"The Hatter shook his head mournfully. ‘Not I!’ he replied. ‘We
"
99122,"‘Come, it’s pleased so far,’ thought Alice, and she went on. ‘Would you
"
85410,"     Beau--ootiful Soo--oop!
"
56424,"
"
61039,"when I learn music.’
"
92900,"The Mouse only growled in reply.
"
24543,"
"
56788,"
"
89188,"‘important--unimportant--unimportant--important--’ as if he were trying
"
65822,"
"
68447,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
"
28903,"         cunning
"
14354,"‘Do you mean that you think you can find out the answer to it?’ said the
"
60364,"sea, some children digging in the sand with wooden spades, then a row
"
66713,"‘Now, I give you fair warning,’ shouted the Queen, stamping on the
"
45229,"‘That’s different from what I used to say when I was a child,’ said the
"
95838,"‘Not the same thing a bit!’ said the Hatter. ‘You might just as well say
"
82671,"Alice again, for this time the Mouse was bristling all over, and she
"
51892,"         cunning
"
70171,"
"
38023,"
"
39828,"
"
30486,"off, and had just begun to dream that she was walking hand in hand with
"
98289,"‘Idiot!’ said the Queen, tossing her head impatiently; and, turning to
"
47735,"
"
65478,"
"
94066,"away. ‘You insult me by talking such nonsense!’
"
28414,"Duck: ‘it’s generally a frog or a worm. The question is, what did the
"
19968,"Alice, she went on, ‘What’s your name, child?’
"
71604,"could not stand, and she went round the court and got behind him, and
"
46571,"Then they all crowded round her once more, while the Dodo solemnly
"
81684,"Alice again, for this time the Mouse was bristling all over, and she
"
98789,"              and
"
11414,"
"
85327,"dare say there may be ONE.’
"
31384,"Everybody looked at Alice.
"
87419,"‘I didn’t!’ the March Hare interrupted in a great hurry.
"
81254,"Which brought them back again to the beginning of the conversation.
"
32248,"court,” and I never understood what it meant till now.’
"
59335,"
"
59623,"
"
86612,"which the wretched Hatter trembled so, that he shook both his shoes off.
"
62913,"Alice waited till the eyes appeared, and then nodded. ‘It’s no use
"
81017,"‘Leave off that!’ screamed the Queen. ‘You make me giddy.’ And then,
"
54784,"of killing somebody, so managed to put it into one of the cupboards as
"
48063,"King put on his spectacles and looked anxiously round, to make out who
"
64633,"that she looked down into its face in some alarm. This time there could
"
54426,"by another footman in livery, with a round face, and large eyes like a
"
99208,"with hearts. Next came the guests, mostly Kings and Queens, and among
"
18485,"
"
51559,"cupboards and book-shelves; here and there she saw maps and pictures
"
84531,"way?’, holding her hand on the top of her head to feel which way it was
"
87106,"and the whole party at once crowded round her, calling out in a confused
"
19162,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
74638,"it out into the open air. ‘IF I don’t take this child away with me,’
"
94904,"
"
34066,"‘Mary Ann! Mary Ann!’ said the voice. ‘Fetch me my gloves this moment!’
"
44397,"  *    *    *    *    *    *    *
"
86467,"
"
49418,"
"
80531,"     Beautiful, beautiful Soup!’
"
52696,"
"
65911,"‘But I don’t want to go among mad people,’ Alice remarked.
"
19640,"
"
39513,"
"
90097,"down on one knee. ‘I’m a poor man, your Majesty,’ he began.
"
81607,"
"
80099,"but, alas! the little door was shut again, and the little golden key was
"
55627,"felt that it would be quite absurd for her to carry it further.
"
63184,"This did not seem to encourage the witness at all: he kept shifting
"
57202,"them even when they hit her; and the baby was howling so much already,
"
57110,"
"
97156,"
"
19426,"
"
94909,"little histories about children who had got burnt, and eaten up by wild
"
41895,"  Trims his belt and his buttons, and turns out his toes.’
"
44944,"half to itself, half to Alice.
"
64135,"itself upright as it spoke (it was exactly three inches high).
"
37216,"
"
12754,"obliged to write with one finger for the rest of the day; and this was
"
68301,"it suddenly appeared again.
"
70309,"and sometimes she scolded herself so severely as to bring tears into
"
92758,"‘Hadn’t time,’ said the Gryphon: ‘I went to the Classics master, though.
"
14114,"Lizard’s slate-pencil, and the choking of the suppressed guinea-pigs,
"
19442,"‘You are not attending!’ said the Mouse to Alice severely. ‘What are you
"
36196,"
"
57120,"whiskers!’
"
31826,"   Who for such dainties would not stoop?
"
99236,"
"
70988,"stays the same year for such a long time together.’
"
45757,"
"
63654,"
"
46112,"‘Please your Majesty,’ said the Knave, ‘I didn’t write it, and they
"
77117,"‘Exactly so,’ said the Hatter: ‘as the things get used up.’
"
42846,"  And concluded the banquet--]
"
42738,"‘We must burn the house down!’ said the Rabbit’s voice; and Alice called
"
35729,"slate with one finger, as he found it made no mark; but he now hastily
"
22730,"memorandum of the fact.
"
49992,"
"
80508,"‘That’s the reason they’re called lessons,’ the Gryphon remarked:
"
17662,"   ‘Beautiful Soup! Who cares for fish,
"
11697,"she waited patiently.
"
75958,"Here one of the guinea-pigs cheered, and was immediately suppressed by
"
41326,"go on. ‘And so these three little sisters--they were learning to draw,
"
90161,"
"
44549,"you’re changed, do you?’
"
31296,"their mouths--and they’re all over crumbs.’
"
10233,"Turn that Dormouse out of court! Suppress him! Pinch him! Off with his
"
35380,"only too glad to do so.
"
90072,"Alice said nothing; she had sat down with her face in her hands,
"
21858,"
"
75711,"
"
76332,"lefthand bit.
"
40093,"By this time she had found her way into a tidy little room with a table
"
48956,"‘That would be grand, certainly,’ said Alice thoughtfully: ‘but then--I
"
34149,"‘That’s enough about lessons,’ the Gryphon interrupted in a very decided
"
41809,"and made believe to worry it; then Alice dodged behind a great thistle,
"
29160,"‘It is a very good height indeed!’ said the Caterpillar angrily, rearing
"
64490,"moment that it was looking for the fan and the pair of white kid gloves,
"
24667,"that she did not dare to laugh; and, as she could not think of anything
"
44615,"silent.
"
38833,"Lory.
"
61012,"with one eye; ‘I seem to see some meaning in them, after all. “--SAID
"
70830,"
"
93678,"   ‘They told me you had been to her,
"
51097,"‘And be quick about it,’ added the Hatter, ‘or you’ll be asleep again
"
11404,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
"
31150,"
"
71625,"MORE than nothing.’
"
62774,"
"
41067,"‘It’s the Cheshire Cat: now I shall have somebody to talk to.’
"
63261,"tittered audibly.
"
42907,"‘Did you say pig, or fig?’ said the Cat.
"
70955,"I wonder if I’ve been changed in the night? Let me think: was I the
"
23530,"‘Come, that finished the guinea-pigs!’ thought Alice. ‘Now we shall get
"
82795,"On this the White Rabbit blew three blasts on the trumpet, and then
"
42690,"you know--’
"
32696,"she felt a little nervous about this; ‘for it might end, you know,’ said
"
42670,"
"
24241," (In which the cook and the baby joined):--
"
93643,"     Beau--ootiful Soo--oop!
"
30182,"in the middle. Alice kept her eyes anxiously fixed on it, for she felt
"
73104,"
"
70992,"‘ARE you to get in at all?’ said the Footman. ‘That’s the first
"
83937,"the works!’ he added looking angrily at the March Hare.
"
71902,"what they’re about!’
"
28398,"
"
29003,"little cakes as they lay on the floor, and a bright idea came into her
"
22011,"
"
27594,"that dark hall, and wander about among those beds of bright flowers and
"
86262,"There ought to be a book written about me, that there ought! And when I
"
33551,"
"
59321,"of swimming about here, O Mouse!’ (Alice thought this must be the right
"
33614,"little thing grunted in reply (it had left off sneezing by this time).
"
12190,"There was a dead silence instantly, and Alice thought to herself, ‘I
"
70640,"don’t want YOU with us!”’
"
92462,"that the meeting adjourn, for the immediate adoption of more energetic
"
72076,"see: four times five is twelve, and four times six is thirteen, and
"
86176,"Turtle, and to hear his history. I must go back and see after some
"
48966,"
"
21741,"people began running about in all directions, tumbling up against each
"
47319,"the question, and they repeated their arguments to her, though, as they
"
91638,"remark, with variations. ‘I shall sit here,’ he said, ‘on and off, for
"
31140," Would not, could not, would not, could not, could not join the dance.
"
60236,"‘You MUST remember,’ remarked the King, ‘or I’ll have you executed.’
"
22247,"
"
28283,"The Queen had only one way of settling all difficulties, great or small.
"
98009,"tell you just now what the moral of that is, but I shall remember it in
"
62987,"she felt a little nervous about this; ‘for it might end, you know,’ said
"
90862,"over all the children she knew that were of the same age as herself, to
"
98422,"said Alice, seriously, ‘I’ll have nothing more to do with you. Mind
"
37535,"Alice felt that this could not be denied, so she tried another question.
"
61368,"Alice did not dare to disobey, though she felt sure it would all come
"
35466,"but, alas! the little door was shut again, and the little golden key was
"
31913,"corners: next the ten courtiers; these were ornamented all over with
"
54625,"MORE than nothing.’
"
10713,"saw the White Rabbit. She was a little nervous about it just at first,
"
55943,"
"
43009,"There was certainly too much of it in the air. Even the Duchess
"
37751,"see if she could have been changed for any of them.
"
22749,"
"
68708,"on. Her listeners were perfectly quiet till she got to the part about
"
59901,"
"
30080,"‘I see!’ said the Queen, who had meanwhile been examining the roses.
"
56991,"sat down and cried.
"
74663,"
"
19164,"CHAPTER XI. Who Stole the Tarts?
"
44660,"‘I won’t indeed!’ said Alice, in a great hurry to change the subject of
"
16455,"and the whole party at once crowded round her, calling out in a confused
"
23135,"‘Have some wine,’ the March Hare said in an encouraging tone.
"
50548,"filled the air, mixed up with the distant sobs of the miserable Mock
"
13468,"
"
56067,"Alice was very glad to find her in such a pleasant temper, and thought
"
66325,"your pocket?’ he went on, turning to Alice.
"
15475,"‘What did they draw?’ said Alice, quite forgetting her promise.
"
16100,"Knave of Hearts, who only bowed and smiled in reply.
"
65268,"‘There’s certainly too much pepper in that soup!’ Alice said to herself,
"
50248,"and she grew no larger: still it was very uncomfortable, and, as there
"
82357,"hot day made her feel very sleepy and stupid), whether the pleasure
"
25678,"righthand bit again, and did not venture to go near the house till she
"
99095,"
"
58898,"question, you know.’
"
78037,"there was silence for some minutes.
"
67207,"
"
89458,"of such a rule at processions; ‘and besides, what would be the use of
"
33357,"invent something!’
"
42391,"
"
31578,"
"
11092,"She said the last word with such sudden violence that Alice quite
"
17628,"hot day made her feel very sleepy and stupid), whether the pleasure
"
58273,"seemed to be no chance of this, so she began looking at everything about
"
50529,"‘All right,’ said the Cat; and this time it vanished quite slowly,
"
19233,"it into his cup of tea, and looked at it again: but he could think of
"
88867,"the royal children, and everybody else.
"
27756,"not look at all comfortable, and it was certainly not becoming.
"
91614,"sea. The master was an old Turtle--we used to call him Tortoise--’
"
41383,"off, and had just begun to dream that she was walking hand in hand with
"
73236,"living would be like, but it puzzled her too much, so she went on: ‘But
"
69699,"            cause,
"
71236,"‘It’s the thing Mock Turtle Soup is made from,’ said the Queen.
"
51845,"    Pray how did you manage to do it?’
"
89752,"business of MINE.’
"
81181,"
"
12509,"
"
44873,"   Soup of the evening, beautiful Soup!
"
45633,"‘I beg your pardon!’ said the Mouse, frowning, but very politely: ‘Did
"
11376,"‘you shouldn’t have put it in with the bread-knife.’
"
87281,"‘I’m glad I’ve seen that done,’ thought Alice. ‘I’ve so often read
"
74445,"‘Of the mushroom,’ said the Caterpillar, just as if she had asked it
"
25743,"
"
73400,"to himself in an undertone,
"
70366,"offended!’
"
90831,"‘Oh, a song, please, if the Mock Turtle would be so kind,’ Alice
"
40422,"a Lory and an Eaglet, and several other curious creatures. Alice led the
"
79610,"The chief difficulty Alice found at first was in managing her flamingo:
"
26744,"
"
37312,"
"
85139,"presented the thimble, saying ‘We beg your acceptance of this elegant
"
73070,"‘That I can’t remember,’ said the Hatter.
"
78437,"    Though they were mine before.
"
19292,"‘Their heads are gone, if it please your Majesty!’ the soldiers shouted
"
33414,"some time without interrupting it.
"
82406,"You’re mad.’
"
75230,"Just then she heard something splashing about in the pool a little way
"
23573,"age, there was no more to be said.
"
17617,"his eyes. He looked at Alice, and tried to speak, but for a minute or
"
94300,"    Why, I do it again and again.’
"
48318,"cupboards and book-shelves; here and there she saw maps and pictures
"
97525,"‘How do you know I’m mad?’ said Alice.
"
78319,"stingy about it, you know--’
"
28360,"for apples, yer honour!’
"
84048,"
"
56694,"serpents! There’s no pleasing them!’
"
82300,"she looked up, but it was all dark overhead; before her was another
"
17086,"it was in March.’ As she said this, she looked up, and there was the Cat
"
63273,"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,
"
34986,"lonely and low-spirited. In a little while, however, she again heard
"
96084,"
"
28289,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
67693,"
"
36559,"‘--and just take his head off outside,’ the Queen added to one of the
"
38065,"‘Then it wasn’t very civil of you to offer it,’ said Alice angrily.
"
96200,"the Conqueror, whose cause was favoured by the pope, was soon submitted
"
97973,"
"
18151,"bore it as well as she could.
"
66551,"
"
77288,"filled the air, mixed up with the distant sobs of the miserable Mock
"
37601,"
"
34378,"the temper of your flamingo. Shall I try the experiment?’
"
89998,"
"
59120,"
"
69199,"could.
"
66354,"beasts and other unpleasant things, all because they WOULD not remember
"
95569,"everything that Alice said; ‘there’s a large mustard-mine near here. And
"
47368,"
"
19832,"kind of thing never happened, and now here I am in the middle of one!
"
29170,"‘Begin at the beginning,’ the King said gravely, ‘and go on till you
"
71394,"‘And now which is which?’ she said to herself, and nibbled a little of
"
86438,"Fainting in Coils.’
"
13682,"‘I never thought about it,’ said Alice. ‘Why?’
"
45939,"vanishing so suddenly: you make one quite giddy.’
"
75436,"It did so indeed, and much sooner than she had expected: before she had
"
35910,"‘Speak English!’ said the Eaglet. ‘I don’t know the meaning of half
"
95145,"cushion, resting their elbows on it, and talking over its head. ‘Very
"
22376,"like a Jack-in-the-box, and up I goes like a sky-rocket!’
"
84111,"on, as she heard the Queen’s voice in the distance, screaming with
"
74886,"
"
41345,"The miserable Hatter dropped his teacup and bread-and-butter, and went
"
50709,"
"
74218,"           denial; We
"
71160,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
51249,"
"
70415,"
"
11231,"‘You are not attending!’ said the Mouse to Alice severely. ‘What are you
"
36549,"‘No, they’re not,’ said the White Rabbit, ‘and that’s the queerest thing
"
85431,"nearer, Alice could hear him sighing as if his heart would break. She
"
57064,"can’t prove I did: there’s no name signed at the end.’
"
91600,"‘And now which is which?’ she said to herself, and nibbled a little of
"
93805,"like a Jack-in-the-box, and up I goes like a sky-rocket!’
"
61878,"
"
92493,"of tiny white kid gloves: she took up the fan and a pair of the gloves,
"
13514,"‘What did they draw?’ said Alice, quite forgetting her promise.
"
13820,"Alice went timidly up to the door, and knocked.
"
51351,"There seemed to be no use in waiting by the little door, so she went
"
73497,"she was talking. ‘How CAN I have done that?’ she thought. ‘I must
"
11570,"no toys to play with, and oh! ever so many lessons to learn! No, I’ve
"
71447,"saw the White Rabbit. She was a little nervous about it just at first,
"
75616,"presented the thimble, saying ‘We beg your acceptance of this elegant
"
70460,"lying on the glass table as before, ‘and things are worse than ever,’
"
39990,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
20838,"poker will burn you if you hold it too long; and that if you cut your
"
56252,"it muttering to itself ‘The Duchess! The Duchess! Oh my dear paws! Oh
"
16355,"
"
54958,"tiptoe, put his mouth close to her ear, and whispered ‘She’s under
"
85052,"CHAPTER III. A Caucus-Race and a Long Tale
"
30109,"it to make it stop.
"
14459,"
"
13460,"felt quite strange at first; but she got used to it in a few minutes,
"
38709,"
"
86834,"stays the same year for such a long time together.’
"
71102,"buttered toast,) she very soon finished it off.
"
38417,"
"
45977,"
"
34955,"shut up like a telescope! I think I could, if I only knew how to begin.’
"
95034,"out that the cause of this was the fan she was holding, and she dropped
"
71581,"
"
86594,"The Knave shook his head sadly. ‘Do I look like it?’ he said. (Which he
"
46717,"occasional exclamation of ‘Hjckrrh!’ from the Gryphon, and the constant
"
79817,"    Though they were mine before.
"
95979,"how to set about it; and while she was peering about anxiously among
"
15980,"The Dormouse again took a minute or two to think about it, and then
"
61732,"and began talking to herself, as usual. ‘Come, there’s half my plan done
"
59858,"
"
18222,"herself. ‘Shy, they seem to put everything upon Bill! I wouldn’t be in
"
41804,"her knowledge of history, Alice had no very clear notion how long ago
"
27048,"‘I won’t indeed!’ said Alice, in a great hurry to change the subject of
"
58291,"
"
46115,"But here, to Alice’s great surprise, the Duchess’s voice died away, even
"
12550,"‘I don’t see,’ said the Caterpillar.
"
68788,"‘Then you should say what you mean,’ the March Hare went on.
"
57281,"Alice got up and ran off, thinking while she ran, as well she might,
"
47377,"‘Wake up, Alice dear!’ said her sister; ‘Why, what a long sleep you’ve
"
18058,"creatures hid their faces in their paws.
"
98602,"
"
30908,"to find her way out. ‘I shall be punished for it now, I suppose, by
"
69309,"thing,’ Alice went on, half to herself, as she swam lazily about in the
"
49116,"
"
27821,"
"
52374,"
"
66445,"held it out to the puppy; whereupon the puppy jumped into the air off
"
39989,"them out again. That’s all.’
"
13628,"
"
15942,"
"
83833,"The door led right into a large kitchen, which was full of smoke from
"
95800,"
"
47132,"know why it’s called a whiting?’
"
23605,"their mouths--and they’re all over crumbs.’
"
90347,"led into the garden. Then she went to work nibbling at the mushroom (she
"
60124,"do well enough; don’t be particular--Here, Bill! catch hold of this
"
79918,"
"
49447,"‘Well, then,’ the Cat went on, ‘you see, a dog growls when it’s angry,
"
21908,"cucumber-frames there must be!’ thought Alice. ‘I wonder what they’ll do
"
13989,"
"
72518,"the last time she saw them, they were trying to put the Dormouse into
"
28643,"‘Two days wrong!’ sighed the Hatter. ‘I told you butter wouldn’t suit
"
49262,"saying to herself ‘This is Bill,’ she gave one sharp kick, and waited to
"
39551,"
"
86107,"
"
27969,"and it sat for a long time with one finger pressed upon its forehead
"
45053,"‘Of course not,’ Alice replied very readily: ‘but that’s because it
"
33996,"but I don’t remember where.’
"
81762,"‘Yes, that’s it,’ said the Hatter with a sigh: ‘it’s always tea-time,
"
25910,"court.
"
42049,"got much evidence YET,’ she said to herself. Imagine her surprise, when
"
44832,"
"
95346,"‘But they were IN the well,’ Alice said to the Dormouse, not choosing to
"
76691,"‘And washing?’ said the Mock Turtle.
"
70035,"
"
24693,"her in a languid, sleepy voice.
"
88537,"certainly did NOT, being made entirely of cardboard.)
"
71760,"          no jury
"
12573,"after folding his arms and frowning at the cook till his eyes were
"
56661,"and the whole party at once crowded round her, calling out in a confused
"
23547,"Alice took up the fan and gloves, and, as the hall was very hot, she
"
37693,"   If I or she should chance to be
"
14441,"
"
94853,"eyes were getting extremely small for a baby: altogether Alice did not
"
54063,"shut up like a telescope! I think I could, if I only knew how to begin.’
"
38471,"‘At any rate I’ll never go THERE again!’ said Alice as she picked her
"
75484,"‘We had the best of educations--in fact, we went to school every day--’
"
36174,"‘Anything you like,’ said the Footman, and began whistling.
"
25651,"‘Yes, we went to school in the sea, though you mayn’t believe it--’
"
73797,"
"
77661,"deep and reaching half down the hall.
"
30221,"days and days.’
"
52489,"safe in a thick wood.
"
55825,"‘You ought to have finished,’ said the King. ‘When did you begin?’
"
36833,"
"
16241,"Alice remained looking thoughtfully at the mushroom for a minute, trying
"
67361,"‘Hold your tongue!’ said the Queen, turning purple.
"
85302,"herself in a long, low hall, which was lit up by a row of lamps hanging
"
73143,"course--“I GAVE HER ONE, THEY GAVE HIM TWO--” why, that must be what he
"
34091,"itself upright as it spoke (it was exactly three inches high).
"
67086,"that it made Alice quite hungry to look at them--‘I wish they’d get the
"
94160,"poker will burn you if you hold it too long; and that if you cut your
"
45807,"now! How puzzling all these changes are! I’m never sure what I’m going
"
98574,"go by the carrier,’ she thought; ‘and how funny it’ll seem, sending
"
87978,"this bottle does. I do hope it’ll make me grow large again, for really
"
27059,"
"
56163,"
"
88210,"of him), while the rest waited in silence. At last the Dodo said,
"
20662,"well.
"
85931,"‘Don’t you mean “purpose”?’ said Alice.
"
90749,"‘I don’t much care where--’ said Alice.
"
53846,"    (We know it to be true):
"
50252,"    Said his father; ‘don’t give yourself airs!
"
23073,"
"
59679,"
"
24598,"‘Keep your temper,’ said the Caterpillar.
"
79299,"his eyes. He looked at Alice, and tried to speak, but for a minute or
"
88301,"
"
30723,"‘I don’t like the look of it at all,’ said the King: ‘however, it may
"
98775,"    And argued each case with my wife;
"
36335,"
"
44991,"dry enough!’ They all sat down at once, in a large ring, with the Mouse
"
48554,"in the middle. Alice kept her eyes anxiously fixed on it, for she felt
"
43744,"
"
58976,"you executed on the spot.’
"
65941,"a procession,’ thought she, ‘if people had all to lie down upon their
"
94914,"in the last few minutes that she wasn’t a bit afraid of interrupting
"
76414,"to Alice an excellent opportunity for croqueting one of them with the
"
52712,"the royal children; there were ten of them, and the little dears came
"
57908,"little thing grunted in reply (it had left off sneezing by this time).
"
59894,"but it said nothing.
"
50012,"growing, and she was quite surprised to find that she remained the same
"
67733,"come to the end: then stop.’
"
73761,"‘There’s certainly too much pepper in that soup!’ Alice said to herself,
"
68459,"   Who for such dainties would not stoop?
"
27189,"  When the sands are all dry, he is gay as a lark,
"
94529,"thing,’ Alice went on, half to herself, as she swam lazily about in the
"
80498,"
"
55253,"of making a daisy-chain would be worth the trouble of getting up and
"
95754,"
"
53099,"‘Serpent, I say again!’ repeated the Pigeon, but in a more subdued tone,
"
46181,"
"
92790,"house, quite forgetting that she was now about a thousand times as large
"
24915,"she spoke.
"
32463,"dear, certainly: but now run in to your tea; it’s getting late.’ So
"
64478,"For, you see, so many out-of-the-way things had happened lately,
"
21738,"were nowhere to be found: all she could see, when she looked down, was
"
29175,"
"
10443,"
"
44622,"‘I’m sure I’m not Ada,’ she said, ‘for her hair goes in such long
"
32915,"
"
74003,"and holding it to his ear.
"
86778,"‘YOU’D better not talk!’ said Five. ‘I heard the Queen say only
"
