person_id,証言内容
97406,「まだだ、まだだ！」とウサギは急いで割り込んだ。「まだたくさん
60279,上へ。
17193,と答えた。「それから算数のさまざまな分野…野心
61090,「世界の上をあなたは飛ぶ、
85026,この間ずっと狂ったように飛び跳ねていたのですが、とても悲しそうに再び座り
90105,「説明にはひどく時間がかかるんだ」
95086,フェレットめ！どこで落としたのかしら？」アリスは
80195,ネズミに話しかける方法：彼女は以前にそんなことをしたことはありませんでしたが、
69339,彼女が小さな動物（それがどんな種類のものか見当もつかなかった）の鳴き声を聞くまで
19277,葉っぱの中に飛び込むと、それはただの木々のてっぺんでした。
80610,テーブルに戻りました、半分は別の鍵を見つけられるかもしれないと期待して、あるいは
34960,熱心に、半分はネズミが心変わりして戻ってきてくれることを期待して
79551,「まあ、とにかくそこに用はない。行って、どかせ！」
53341,彼女がフラミンゴを捕まえて連れ戻す頃には、戦いは
45037,"
"
73184,「何もありませんわ」とアリスは言いました。
52243,今回は誰も聞いていませんでした、全く
30118,彼らを仰天させてしまうわ！」そこで彼女は
87998,そして、できる限り速く暗闇の中へと駆け去った。
27976,巨大な長さの首で、それは緑の葉の海から
46286,時々、彼女は立ち止まってそれをほどかなければならなかった。しばらくして彼女は
22365,アリスは逆らう勇気がなかったが、すべてが
76790,踊りへ。だから彼らは海に放り出された。だから彼らは長く
44988,ウサギのように、そしてそれを恐れる理由もなかった。
55409,"彼女は急いで涙を拭いて、何が来るのか見ようとした。それは白"""
88383,"
"
67577,大きくなったら、一冊書くわ…でも、もう大きくなっちゃった」と彼女は悲しげに付け加えた。
20775,その軸を中心に一回転するのに24時間…
94087,あの涼しい噴水、しかし彼女は頭さえも
54721,彼女は話しながらそれを動かしていましたが、何の結果も出ませんでした、
30556,"そして彼女は、それをどうやってจัดการするか、独り計画を立て続けた。「彼らは"""
62596,ここへ持ってこい、若いの！――ここだ、この角に立てかけろ――いや、
45548,時々ありました。例えば、「旦那様、まったく、まったく気に入りません」
54201,"
"
37325,"
"
24514,それについて。（陪審員は皆、困惑した顔をした。）
90171,知ってるだろう。
11140,追い出され、彼らが再び落ち着く頃には、コックは
47364,"
"
45875,家、
85079,"
"
24954,"
"
27707,チェシャ猫が木の枝に座っているのを見て、少し驚いた。
23394,"
"
23804,拝啓
67417,こんなに小さな存在でいるのにはもう飽きたわ！
18116,右側のかけらで効果を試す。次の瞬間、彼女は激しい
33441,片目で庭を覗き込む。しかし通り抜けることはもっと
60229,"
"
13664,そんなものを見たことがない。
20716,獣やその他の不快なものたち、すべては彼らが
83188,"
"
71545,アリスはとても不安になり始めました。確かに、まだ何の
79317,「もちろんないさ」と代用ウミガメは言いました。「なぜって、もし魚が僕のところに来て、
39786,「とにかく、二度とあそこへは行かないわ！」とアリスは拾いながら言った。
64960,「彼らが全然公平にプレーしているとは思えないわ」アリスは、やや
28294,目は赤ん坊にしては極端に小さくなっていた。全体としてアリスは
72268,"
"
70884,チェシャ猫が木の枝に座っているのを見て、少し驚いた。
51154,土手で、何もすることがないこと。一度か二度、彼女は
16759,時々くしゃみをしていました。そして赤ちゃんは、
36774,そして悲しそうに：
95553,遠くなっていくので）。「ああ、かわいそうな私の足、一体
47107,"
"
65956,"
"
28350,「家にいた方がずっと楽しかったわ」と可哀想なアリスは思った。「
27123,王冠。ウィリアムの最初の行動は穏やかだった。しかし、彼の
52978,「さあ、最初の型をやってみよう！」と代用ウミガメがグリフォンに言いました。
73578,しかし、とにかく彼は質問に答えるかもしれない…どうやって入ればいいのかしら？と彼女は
98357,"「ダイナはうちの猫よ。そして、ネズミを捕まえるのがとても上手なの"""
74258,"
"
94632,「今、このネズミに話しかけても役に立つかしら？」とアリスは思いました。
68476,ややはにかみながら、「わたくし――わたくし、よくわかりません、旦那様、ただ今は――少なくとも
91250,もういや！」そしてここでかわいそうなアリスは再び泣き始めました、とても
84552,彼女はつま先立ちで背伸びをし、
38548,「それは最初から最後まで間違っている」と芋虫はきっぱりと言った。
91023,"
"
66393,そして言った。「とても奇妙だわ」
15992,これはアリスにとって全く新しい考えで、彼女は少し考えました。
45101,ネズミのしっぽ。「でも、なぜそれを悲しいと呼ぶの？」そして彼女は考え続けた。
69083,情熱。彼女はすでにプレイヤーの三人に判決を下すのを聞いていた。
94844,彼らの素朴な悲しみすべてに共感し、彼らの素朴な喜びすべてに喜びを見出すでしょう、
88064,他のプレイヤーたち、そして「首をはねよ！」とか「あの女の首を
22162,アリスはひどく困惑した。帽子屋の言葉には何の
94180,"
"
56894,「私はヘビじゃない！」とアリスは憤慨して言った。「放っておいて！」
76161,アリスはすっかり困惑した。「ブーツと靴だって！」と彼女は繰り返した。
14771,「それなら一番になるべきだわ」とアリスは言った。
63363,"
"
45861,「もし…なら、もっとよく理解できると思います」とアリスはとても丁寧に言った。
94307,"
"
40783,白ウサギを見ました。最初は少し緊張しましたが、
70408,学校の教室の授業でこのようなことを、そしてこれが
91017,彼女がこう言ったちょうどその時、彼女は木の一本にドアがあるのに気づいた。
72679,出口を見つけようとした。「今、罰せられるだろうな、たぶん
37458,知ってるだろう。
36994,ヤマネはイライラして首を振り、目も開けずに言いました、
39515,近づくと、アリスには彼が胸も張り裂けんばかりにため息をついているのが聞こえました。彼女は
88643,「それは、どこに行きたいかによるな」と猫は言った。
45012,それに生えているものは白かったが、そこには三人の庭師がいて、忙しく
63370,私が頼んだことをしろ！今はいつも6時なんだ。」
18215,"
"
69154,それがどうやって行われたか説明する。彼らは大きな帆布の袋を持っていた。
41137,出来事が起こる。彼女がそれがいた場所を見ている間に
68821,"「でも、彼のつま先はどうなんだ？」と代用ウミガメは食い下がった。「どうして彼はそれを"""
79484,"
"
15930,アリスは顔を伏せるべきかどうか少し迷った。
10155,アリスはずっと一方の側を下り、もう一方を上り、すべての
16401,"
"
99246,「いつものように、その通り」と公爵夫人は言った。「なんて明快な
47047,つま先立ちになり、彼女の耳に口を近づけ、「彼女は
45086,井戸が非常に深かったか、あるいは彼女は非常にゆっくりと落ちたかのどちらかだった。なぜなら彼女は
90809,女王がすぐ後ろで聞いているのに気づいたので、彼女は続けました、
41450,きちんとした小さな家に出くわしました。そのドアにはピカピカの真鍮の
94041,（足元を見ると、ほとんど見えなく
94553,その意味を見る。
72481,"
"
80270,「彼らは彼を連れて行かざるを得なかったんだ」と代用ウミガメは言いました。「
24015,"
"
48990,自分に言い聞かせました。「まあ、何でもビルに押し付けるみたいね！私なら
36827,"
"
48592,それについて。（陪審員は皆、困惑した顔をした。）
49596,陛下？」と彼は尋ねた。
44180,これについて相談し、数分後には全く自然に思えた。
72071,"彼女は急いで涙を拭いて、何が来るのか見ようとした。それは白"""
72270,それが扇子と白い子ヤギ革の手袋を探している瞬間
39839,行列がアリスの向かいに来ると、彼らは皆立ち止まって見た。
30828,腕を組み、再び口から水パイプを外し、「それで、君は
77342,「帽子を取りなさい」と王様は帽子屋に言った。
29414,耳と左足で、それがほどけないようにしながら、彼女は運んだ。
74269,"
"
98268,"
"
69841,「ああ、わかった！」とアリスは叫んだ。彼女はこの最後の言葉に注意を払っていなかった。
53906,「死刑執行人を自分で連れてこよう」と王は熱心に言い、
78969,生活がどんなものか、しかしそれは彼女をあまりに混乱させたので、彼女は続けた。「でも
61941,"   My notion was that you had been
"
89555,カメ。
80871,その後ろに、何があるか見てみるのもいいかもしれないと思いました。
32135,子供、「でも、小さな女の子は蛇と同じくらい卵を食べるのよ、
32957,これは会話を始めるのに勇気づけられるものではなかった。アリスは答えた。
38392,コウモリを食べたことある？」その時突然、どすん！どすん！彼女は
99546,「向こう側には、もう一つの岸があるんだよ。
78968,"「ダイナはうちの猫よ。そして、ネズミを捕まえるのがとても上手なの"""
23103,終わり、両方のハリネズミは見えなくなった。「でも、
64249,アリスは黙っていた。
61501,ガラスでした。その上には小さな金の鍵以外何もありませんでした、そしてアリスの
62617,"
"
87970,それについて。（陪審員は皆、困惑した顔をした。）
80185,「『残念だ』と言いましたか？」とウサギは尋ねた。
76568,"彼女が話すとき。（不運な小さなビルは、"""
40637,"
"
68244,"
"
69079,「ロブスターのカドリーユの別の型を試してみるか？」とグリフォンは続けた。
66636,「もし君が僕と同じくらい時間さんと仲良しなら」と帽子屋は言いました、「
39366,"
"
54451,「ばかな！」とアリスは非常に大きな声できっぱりと言い、女王は
61968,この事件に関わって、
12329,「チェシャ猫だわ。これで話し相手ができたわ。」
81204,私に起こったことがあるなんて！おとぎ話を読んでいた頃は、
48498,「——二歩前へ——」
45317,一瞬の猶予もなかった。アリスは風のように走り去り、そして
39717,"
"
91414,しかし、いずれにせよ、どれも開きませんでした。しかし、二
24809,"
"
99835,自分が狂っているとどうしてわかるんだ？
91547,"   For he can thoroughly enjoy
"
49043,方法で、そして一行全員が岸まで泳ぎました。
83744,『醜く化』だよ！」とそれは叫んだ。「『美しく化』が何かは知ってるだろう？」
20929,アリスは彼らを見下ろし、答える前に少し考えた。
20481,てっぺんに腕を組んで座り、静かに長い
43210,"
"
69632,すべての黄金の鱗に！
15202,「アリス！」という名前。
48987,これはアリスにとってとても新しい考えだったので、しばらく
45860,持っていた！
91862,美しい、美しいスープ！
72302,"
"
53668,"    nothing
"
65193,"
"
37237,"
"
62684,あなた、そしてもっとよく知っているはずだ」。そして、これをアリスは
47100,魚の従卒は、腕の下から大きな手紙を取り出すことから始めました、
14295,"
"
65808,アリスは小石がすべて
70361,"
"
78709,彼のノートに、甲高い声で「静粛に！」と叫び、本から読み上げた。「規則
60944,最後に、彼女はこの同じ妹が
75804,"アリスはいくらか好奇心をもって彼の肩越しに見ていた。「なんて"""
16089,"
"
80647,他の客たちは女王の不在を利用して、
69989,そして彼女が試すのに疲れ果てたとき、その可哀想な小さな生き物は
10723,別の制服を着た従卒が、丸い顔と、
87221,もう一方：唯一の困難は、彼女のフラミンゴが反対側へ
24173,そうして彼女は再び子供をあやし始め、一種の子守唄を
62915,彼に）「彼に6ペンスあげよう。私は一片も
77114,小さな岩棚に悲しく寂しそうに座っていた。そして、彼らが近づくと
62561,"
"
75702,王。
48867,"
"
36344,彼の扇と手袋を――見つけられればの話だけど」こう言いながら、彼女は
62842,この後、長い沈黙があり、アリスには
18718,"
"
62055,（我々はそれが真実だと知っている）：
16793,とグリフォンが付け加えた。そして二人は黙って座り、可哀想な
96352,彼がくしゃみをすると私は彼を叩く。
45154,"
"
22460,治療法…
78394,白ウサギのそばを歩いていた。彼は不安そうに彼女の顔を覗き込んでいた。
32199,庭に通じていた。それから彼女はキノコをかじり始めた（彼女は
31634,"
"
39439,「だめだめ！」と女王は言いました。「判決が先――評決は後だ」
81650,"
"
45678,そして死刑執行人は矢のように走り去った。
15171,詩を自分に言い聞かせました：「『我々はそれが真実であることを知っている――』それは陪審員だ、
28404,ような感じで、「猫はコウモリを食べる？猫はコウモリを食べる？」そして時々、「
46720,この発作を起こした――」あなたは発作を起こしたことがないでしょう、ねえ？」と彼は
67174,"
"
29387,出口を見つけようとした。「今、罰せられるだろうな、たぶん
95299,「ああ、君が歌え」とグリフォンは言いました。「歌詞を忘れたんだ」
24651,王は彼女の腕に手を置き、おずおずと言いました。「考えておくれ、わが
32786,そんなにしょっちゅう変わるのは好きじゃないんですよ」
79506,笑う勇気もありませんでした。そして、何も思いつかなかったので
76078,その上にあった。
81358,皆一度に話したので、彼女は正確に聞き取るのが非常に難しかった。
18315,テーブルは大きかったのですが、三人は片隅に
39182,"
"
96595,お姉さんの膝に頭を乗せ、お姉さんは優しく枯れ葉を
23393,一分ごとに変わるなんて！でも、元の正しい
11084,立つことができず、彼女は法廷を回り、彼の後ろに回り、
89180,そこで彼女はその小さな生き物を下ろし、
50978,"
"
42626,急いで去った。
29236,"
"
46586,アリスは、地面に沈んでしまいたい気持ちでした。ついにグリフォンが
28666,ドアから、彼女は家から走り出し、たくさんの小さな
82547,「それで、これらは誰だ？」と女王は、三人の庭師を指さして言った。
90006,子供、「でも、小さな女の子は蛇と同じくらい卵を食べるのよ、
54617,それを繰り返そうとしたとき、「裁判が始まるぞ！」という叫び声が
85306,腕を組み、再び口から水パイプを外し、「それで、君は
59449,"
"
41285,あなた。――さあ、
32006,どちらも同じように。
39250,ヘビめ！奴らを喜ばせることはできない！
67482,はしごは？――なぜって、一本しか持ってこなかったんだ。ビルがもう一本持ってる――ビル！
78284,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
92983,一瞬の猶予もなかった。アリスは風のように走り去り、そして
42573,あのヤマネを法廷から追い出せ！抑えつけろ！つねれ！首をはねろ！
17394,"
"
27902,それは突然再び現れた。
98742,"
"
61303,口をひもで結びました。この中に彼らはモルモットを滑り込ませ、
26718,「まあ、とにかくそこに用はない。行って、どかせ！」
39895,羽が濡れた鳥たち、毛皮がぴったりと
15652,"
"
55271,人々はあらゆる方向に走り回り、お互いにぶつかり合った。
26334,"
"
78264,"
"
73410,あなた自身を。
35575,鏡の近くに立っていた瓶。今回はラベルがなかった。
14297,* * * * * *
28386,"
"
16647,そして彼女にではなく、そこで彼女は勇気を出し、再び続けた。
97027,"
"
87542,遠くの緑の葉が少し揺れるのを除いては。
45444,口に。しかし、ついにそれをやり遂げ、
70558,"
"
47815,コースのあちこちに。「一、二、三、
75648,「その通りだ」と王様は言った。
41177,"
"
64450,「ああ、大きさは気にしません」とアリスは急いで答えました。「ただ
98261,"「お前は話さない方がいい！」と五は言った。「女王がただ"""
80837,再び。
22988,急に消えるなんて。めまいがするわ。」
45059,"「だって、そもそも自分でも理解できないし、それにたくさんいるから"""
49604,ドアから、彼女は家から走り出し、たくさんの小さな
92248,すぐにウサギは、うろうろしているアリスに気づき、
23868,"
"
32555,ちょうどいい大きさに近くなってからとても時間が経っていたので、
97231,"
"
70179,彼らは一緒に歩き去った。
17676,"
"
77463,ハトが終わるまで、それ以上何も言わずに。
33443,それを取り出し、好奇心に燃えて、彼女は野原を駆け抜けた。
59099,これは確かに有望に聞こえた。アリスは振り返って再び戻ってきた。
79172,"
"
70413,小さなドアのそばで待っていても無駄なようだったので、彼女は
84277,"
"
83635,役人たち。しかし、役人が着く前に帽子屋は見えなくなっていた。
91209,一つくらいはあるかもしれないわ。」
97971,続けた。彼女の聞き手たちは、彼女が
20592,指ぬき」。そして、それがこの短いスピーチを終えると、彼らは皆歓声を上げた。
15161,"
"
46919,だからお嬢さん、女王様が来る前に、我々は最善を尽くしているんです、それで――」この時
71608,アリスは姉の隣に座っているのにすっかり飽きてきた。
84814,ダイナに、とても真剣にこう言っているのを。『さあダイナ、本当のことを教えてちょうだい：
24551,そこで彼女はそっとその後を追って呼んだ。「ネズミさん！また戻ってきて、
77052,通りかかった女王に、「ねえ、あなた！お願いだから
17509,"海。先生は年老いたカメだった…私たちは彼をトータスと呼んでいた…"""
23064,喜んでそうした。
53414,鍵を手に、庭のドアへ急いだ。
59389,「いいえ、言いませんでした」とアリスは言いました。「少しも残念だとは思いません。私は
89749,「理由はだね」とグリフォンは言いました、「彼らはロブスターと
36298,"
"
98003,明らかに彼女のためのものだった。
66441,公爵夫人と赤ん坊…最初に火かき棒が、次に
68286,巻き毛で、私のは全然巻き毛じゃないし、それに私はきっと
34773,"
"
93409,彼女が泣いた涙のプールにいることを理解した。
85813,私たちがいたそのままで。
26656,"
"
72700,アリスは少しおずおずと言いました。「でも、昨日に戻っても無駄よ、
45958,"
"
82700,「では、座ってよろしい」と王様は答えた。
41968,「首をはねさせはしないわ！」とアリスは言って、彼らを大きな
76914,白ウサギが急いで通り過ぎると、長い草が彼女の足元でざわめいた。
96609,哀れな帽子屋はひどく震え、両方の靴を脱ぎ捨ててしまいました。
87912,話しながらずっと扇子で自分をあおいでいた。「あらまあ、なんて
77142,メイベルになるわ。だって、私はいろんなことを知っているし、あの子は、ああ！あの子は
57851,「私のは長くて悲しいお話（tale/tail）よ！」とネズミはアリスの方を向いて言った。
21359,ろうそくが消えた後のろうそくがどんなものか、彼女は思い出すことができなかったからだ。
96834,"
"
81507,口調で、「また怒らせてしまったみたい！」と思いました。なぜなら、ネズミは
76355,（もしグリフォンが何か知らないなら、絵を見なさい。）「起きろ、怠け者
77106,ドードーが突然「レースは終わりだ！」と叫び、彼らは皆
58107,弱々しく片足を伸ばし、彼女に触れようとした。「可哀想に！」
62548,"
"
94931,トカゲを逆さまにして、その可哀想な小さな生き物は
49568,「猫が好きじゃないって！」とネズミは甲高い情熱的な声で叫びました。「
89531,「でも、狂った人たちの中には行きたくないわ」とアリスは言った。
31003,"
"
21761,"
"
76853,間違いありませんでした。それはまさしく豚で、彼女は
25077,斬首され、くだらないことを話してはいけないと。
98629,急いだので、彼女はスカートの端で陪審員席をひっくり返してしまった。
20965,"
"
18016,手配された。唯一の難点は、彼女が全く
10777,三つの日付をすべて石板に書き留め、それからそれらを足し合わせ、
81400,あまりにあわててて、あなたに話せないんです――わかってるのは、何かがこっちにやってきて
96996,私たちを乾かす一番良い方法はコーカス・レースでしょう。」
25710,話題を変える。
37917,「君が言いたいのは『少なく』は取れないってことだろう」と帽子屋は言いました。「
64763,"「…そして、私はまだお茶を始めていなかった…せいぜい一週間かそこら…そして、"""
78862,ネズミの穴よりずっと大きい。彼女はひざまずいて通路を覗き込んだ。
34351,アリスがドアを開けると、それは小さな、
64766,彼らが一緒に歩き去ると、アリスは王が低い声で言うのを聞いた。
60353,あなたは我々に三つ以上を与えた。
21474,"
"
44677,アリスに、そのうちの一人を
66908,"
"
57822,「それは、どこに行きたいかによるな」と猫は言った。
26264,次の瞬間、小石の雨が窓からガラガラと降ってきたからだ。
38455,即座に静寂が訪れ、アリスは心の中で思った。「私
73690,もう片方の手にバター付きパンを持っていました。「失礼ですが、陛下、
96977,何か食べたり飲んだりすべきだと思うけど、でも大きな
64638,"
"
68805,ややはにかみながら、「わたくし――わたくし、よくわかりません、旦那様、ただ今は――少なくとも
25330,"
"
54717,"
"
35947,ウサギの穴はしばらくトンネルのようにまっすぐ続いていたが、やがて
87475,口調。「ここじゃ誰も彼女を好きじゃないみたい。でも、彼女が一番の
99746,"
"
83118,「行列なんて」と彼女は思いました、「もしみんなが顔を伏せて
46293,『混乱学』、『醜化学』、『嘲笑学』」
15722,続けた。彼女の聞き手たちは、彼女が
76308,"
"
94922,"
"
74939,"
"
71839,「なぜって、彼女さ」とグリフォンは言った。「それは全部彼女の思いつきさ、彼らは決して
95535,アリスはそれが全く証明になるとは思わなかった。しかし、彼女は続けた。「それで
79346,"
"
61885,あなたが何をしているのか、私は不思議に思う！
29343,口調で。「女王様に聞こえますよ！ご存知でしょう、女王様は少し遅れていらして、
58048,「その通りだ」と王様は言った。
91509,「私があなたの腰に腕を回さないのを不思議に思っているでしょうね」
97887,テーブルに戻りました、半分は別の鍵を見つけられるかもしれないと期待して、あるいは
15740,翼で彼女を激しく叩いていた。
17989,庭師たちはすぐに飛び上がり、王様、女王様
39436,厳かな口調で言った。「公爵夫人へ。女王からの招待状だ
52563,言うべきことを、彼女はただお辞儀をし、指ぬきを取り、できる限り厳かに見えた。
26998,でもどこだったか覚えていない。」
65458,"
"
15963,その教訓は…『意味に気をつけなさい、そうすれば音は
77728,「ゲームを続けましょう」と女王はアリスに言った。そしてアリスは
71220,"
"
56039,現れるのを待ち、一、二分してから
32021,「なぜって」とドードーは言った。「それを説明する一番良い方法は、それをすることだ」（そして、
34898,突然の変化に、しかし自分がまだ存在していることにとても喜んだ。「そして
96897,それが「毒」と表示されているかどうか確かめるために。彼女はいくつか素敵な
21579,"やがて彼女は再び始めた。「私は地球をまっすぐ突き抜けて落ちるのかしら"""
84008,「陛下」とトゥーは非常に謙虚な口調で、
88238,"
"
18562,"
"
18568,それ。なぜなら、彼女は、そして当然のことながら、彼女の
53915,お茶の道具がここに出されているの？」と彼女は尋ねた。
75994,口調。「ここじゃ誰も彼女を好きじゃないみたい。でも、彼女が一番の
31887,「あのヤマネを捕まえろ！」と女王は叫んだ。「あのヤマネの首をはねろ！
82253,「また考えているの？」と公爵夫人は、鋭い
70448,「もし署名しなかったのなら」と王は言いました、「それは事態を
63508,「それは、できる限り奇妙なことばかりだ」とグリフォンは言った。
86294,"「脳を傷つけるのではないかと心配した"""
54966,一同に向かって、「お前たちは皆、許される」と言いました。「さあ、それはいい
26485,と独り言を言った。「ひどく醜い子供になっていただろうに。でも、
77247,"「「もう少し速く歩かないかい？」とシロギスがカタツムリに言った。"""
83025,ついに美しい庭園へ、明るい花壇と涼しい
40804,状況下で食べるべき、あるいは飲むべき正しいもののように見えた。
35576,話しながら心配そうに肩越しに振り返り、それから
49126,「ああ、大きさは気にしません」とアリスは急いで答えました。「ただ
26566,「なぜって、彼女だよ、もちろん」とドードーはアリスを指差して言いました。
41851,「何のために？」と最初に話した者が言った。
36172,炉端の敷物、
82453,死。」
60383,公爵夫人の膝の上でくしゃみをしていました、一方、皿や食器が
54211,一人一つずつ。
86298,優雅なジグザグに曲げることに成功し、
70618,自分自身と対戦していたクロッケーのゲームで自分自身をだまし
61897,突然、彼女は小さな三本足のテーブルに出くわした。それはすべて
40588,"
"
30585,これらが白ウサギが読んだ詩だった。
37427,確かにそうだった。そして、彼女が予想していたよりもずっと早く。彼女が
18324,"
"
72835,"
"
15710,"
"
70482,「そうなると思ったよ」と猫は言って、再び姿を消しました。
78893,怯えたネズミが近くのプールをばしゃばしゃと進んでいった。
27093,"
"
78023,「あそこで会えるよ」と猫は言って、姿を消しました。
80252,家の！」（それはおそらく本当だっただろう。）
85885,終わり、両方のハリネズミは見えなくなった。「でも、
55468,"
"
79781,首は、蛇のようにどんな方向にも簡単に曲がった。彼女は
40933,不思議の国。もう一度目を開ければ、すべてが
86557,"
"
97786,ちょうどその時、彼女は少し離れたプールで何かがはねる音を聞いた。
56564,「女王はどうだい？」と猫は小声で言った。
59139,ほとんど見えなくなると、彼は深い声で言った。「タルトは何でできてるんだ？」
79469,"
"
82222,「似たようなことを聞いたことがあります」とアリスは言いました。
21772,"
"
68085,"帽子屋は悲しそうに首を振った。「私じゃない！」と彼は答えた。「私たちは"""
99122,「さあ、今のところは喜んでくれたわ」とアリスは思い、続けました。「
85410,美しのスープ！
56424,"
"
61039,音楽を習うときに。
92900,ネズミはただうなるだけだった。
24543,"
"
56788,"
"
89188,「重要…重要でない…重要でない…重要…」と、まるで試しているかのように
65822,"
"
68447,ネズミみたいにね。でも、猫はコウモリを食べるのかしら？」ここでアリスは
28903,"         cunning
"
14354,「その答えを見つけ出せると思うということかい？」と
60364,海、何人かの子供たちが木のシャベルで砂を掘っていた。それから
66713,「さあ、はっきり警告しておくわ」と女王は叫び、
45229,「それは私が子供の頃に言っていたこととは違うな」と
95838,"「全然違う！」と帽子屋は言った。「それならこう言っても同じことだ"""
82671,アリスは再び。なぜなら今度はネズミが全身の毛を逆立てていたからだ。そして彼女は
51892,"         cunning
"
70171,"
"
38023,"
"
39828,"
"
30486,うとうとし、ダイナと手をつないで
98289,「ばか！」と女王は焦れたように頭を振り、
47735,"
"
65478,"
"
94066,去れ。「そんな馬鹿げた話をして、私を侮辱するのか！」
28414,アヒル：「たいていはカエルかミミズだ。問題は、
19968,アリスに、彼女は続けた。「お嬢ちゃん、名前は何て言うの？」
71604,立つことができず、彼女は法廷を回り、彼の後ろに回り、
46571,それから彼らは皆、再び彼女の周りに群がった。その間、ドードーは厳かに
81684,アリスは再び。なぜなら今度はネズミが全身の毛を逆立てていたからだ。そして彼女は
98789,"              and
"
11414,"
"
85327,一つくらいはあるかもしれないわ。」
31384,皆がアリスを見た。
87419,「そんなことない！」と三月ウサギは大急ぎで割り込んだ。
81254,それが彼らを再び会話の冒頭に戻した。
32248,法廷」そして、今までその意味がわからなかった。」
59335,"
"
59623,"
"
86612,哀れな帽子屋はひどく震え、両方の靴を脱ぎ捨ててしまいました。
62913,アリスは目が現れるまで待ってから、うなずいた。「
81017,「やめなさい！」と女王は叫んだ。「めまいがするわ。」そして
54784,誰かを殺してしまう恐れがあったので、なんとか食器棚の一つに入れました。
48063,王は眼鏡をかけて、誰が
64633,彼女は驚いてその顔を覗き込んだ。今度は
54426,別の制服を着た従卒が、丸い顔と、
99208,ハートで。次に客たちが、ほとんどが王様と女王様、そしてその中に
18485,"
"
51559,食器棚や本棚。あちこちに地図や絵があった。
84531,どっちの方向に？」と、頭の上に手を置いてどちらに
87106,そしてパーティー全員がすぐに彼女の周りに集まり、混乱した
19162,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
74638,それを外の空気に持ち出しました。「もし私がこの子を連れて行かなければ、
94904,"
"
34066,「メアリー・アン！メアリー・アン！」と声がした。「今すぐ私の手袋を持ってきて！」
44397,* * * * * *
86467,"
"
49418,"
"
80531,美しい、美しいスープ！」
52696,"
"
65911,「でも、狂った人たちの中には行きたくないわ」とアリスは言った。
19640,"
"
39513,"
"
90097,片膝をつきました。「陛下、私は貧しい男です」と彼は始めました。
81607,"
"
80099,しかし、ああ！その小さなドアはまた閉まっていて、小さな金の鍵は
55627,彼女がそれをさらに運ぶのは全く馬鹿げていると感じた。
63184,これは証人を全く勇気づけるものではなかった。彼は動き続けた。
57202,彼女に当たっても、それらを。そして赤ん坊はすでにとても大声で泣いていたので
57110,"
"
97156,"
"
19426,"
"
94909,火傷をしたり、野生動物に食べられたりした子供たちの小さな物語
41895,ベルトとボタンを整え、つま先を外に向ける。」
44944,半分は独り言、半分はアリスに。
64135,それが話すとき、まっすぐに体を起こした（それはちょうど3インチの高さだった）。
37216,"
"
12754,その日は残りの時間、指一本で書くことを余儀なくされた。そしてこれは
68301,それは突然再び現れた。
70309,そして時には、涙を流すほど厳しく自分を叱った。
92758,「時間がなかったんだ」とグリフォンは言いました。「でも古典の先生のところには行ったよ。
14114,トカゲの石筆、そして抑えられたモルモットたちのむせる音、
19442,"「聞いていない！」とネズミはアリスに厳しく言った。「何を"""
36196,"
"
57120,ヒゲが！
31826,誰がそんなご馳走のために身をかがめないだろうか？
99236,"
"
70988,長い間ずっと同じ年に留まっている。」
45757,"
"
63654,"
"
46112,「陛下」とジャックは言いました、「私はそれを書いていませんし、彼らは
77117,「その通り」と帽子屋は言いました。「物が使い古されるにつれてね」
42846,そして宴会を終えた…］
42738,「家を焼き払わなければ！」とウサギの声がした。そしてアリスは呼んだ。
35729,指一本で石板に、何の跡もつかないとわかったからだ。しかし、彼は今、急いで
22730,その事実の覚書。
49992,"
"
80508,「それが授業（lessons）と呼ばれる理由さ」とグリフォンは言った。
17662,「美しいスープ！魚なんて誰が気にする、
11697,彼女は辛抱強く待った。
75958,ここでモルモットの一匹が歓声を上げ、すぐに
41326,続けた。「そして、この三人の小さな姉妹は…絵を習っていたんだ
90161,"
"
44549,自分が変わったと思いますか？」
31296,彼らの口…そしてパンくずだらけだ。
10233,あのヤマネを法廷から追い出せ！抑えつけろ！つねれ！首をはねろ！
35380,喜んでそうした。
90072,アリスは何も言いませんでした。彼女は両手で顔を覆って座り込み、
21858,"
"
75711,"
"
76332,左側のかけら。
40093,この時までに、彼女はテーブルのあるこぎれいな小部屋にたどり着いていた。
48956,「それは確かに素晴らしいでしょうね」とアリスは考え深げに言った。「でも、それなら…私は
34149,「授業の話はもうたくさんだ」とグリフォンはきっぱりとした
41809,そしてそれを心配するふりをした。それからアリスは大きなアザミの後ろにかわした。
29160,「実に良い高さだ！」と芋虫は怒って、
64490,それが扇子と白い子ヤギ革の手袋を探している瞬間
24667,笑う勇気もありませんでした。そして、何も思いつかなかったので
44615,静かに。
38833,ヒインコ。
61012,片目で。「結局、それらに何か意味があるように思える。『…言った
70830,"
"
93678,「彼らはあなたが彼女のところへ行ったと私に言った、
51097,「そして、急いでやれ」と帽子屋は付け加えた。「さもないと、また眠ってしまうぞ
11404,一同に向かって、「お前たちは皆、許される」と言いました。「さあ、それはいい
31150,"
"
71625,何もないよりはマシだ。」
62774,"
"
41067,「チェシャ猫だわ。これで話し相手ができたわ。」
