id,person_id,original,japanese
1367,88238,"
",
1368,18562,"
",
1369,18568,"it: for she thought, and rightly too, that very few little girls of her
",
1370,53915,"tea-things are put out here?’ she asked.
",
1371,75994,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
",
1372,31887,"‘Collar that Dormouse,’ the Queen shrieked out. ‘Behead that Dormouse!
",
1373,82253,"‘Thinking again?’ the Duchess asked, with another dig of her sharp
",
1374,70448,"‘If you didn’t sign it,’ said the King, ‘that only makes the matter
",
1375,63508,"‘It’s all about as curious as it can be,’ said the Gryphon.
",
1376,86294,"    ‘I feared it might injure the brain;
",
1377,54966,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
",
1378,26485,"to herself, ‘it would have made a dreadfully ugly child: but it makes
",
1379,77247," ‘“Will you walk a little faster?” said a whiting to a snail.
",
1380,83025,"last in the beautiful garden, among the bright flower-beds and the cool
",
1381,40804,"looked like the right thing to eat or drink under the circumstances.
",
1382,35576,"anxiously over his shoulder as he spoke, and then raised himself upon
",
1383,49126,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
",
1384,26566,"‘Why, SHE, of course,’ said the Dodo, pointing to Alice with one finger;
",
1385,41851,"‘What for?’ said the one who had spoken first.
",
1386,36172,"       HEARTHRUG,
",
1387,82453,"           death.”’
",
1388,60383,"was sneezing on the Duchess’s knee, while plates and dishes crashed
",
1389,54211,"a-piece all round.
",
1390,86298,"just succeeded in curving it down into a graceful zigzag, and was going
",
1391,70618,"cheated herself in a game of croquet she was playing against herself,
",
1392,61897,"Suddenly she came upon a little three-legged table, all made of solid
",
1393,40588,"
",
1394,30585,"These were the verses the White Rabbit read:--
",
1395,37427,"It did so indeed, and much sooner than she had expected: before she had
",
1396,18324,"
",
1397,72835,"
",
1398,15710,"
",
1399,70482,"‘I thought it would,’ said the Cat, and vanished again.
",
1400,78893,"frightened Mouse splashed his way through the neighbouring pool--she
",
1401,27093,"
",
1402,78023,"‘You’ll see me there,’ said the Cat, and vanished.
",
1403,80252,"of the house!’ (Which was very likely true.)
",
1404,85885,"was over, and both the hedgehogs were out of sight: ‘but it doesn’t
",
1405,55468,"
",
1406,79781,"neck would bend about easily in any direction, like a serpent. She had
",
1407,40933,"Wonderland, though she knew she had but to open them again, and all
",
1408,86557,"
",
1409,97786,"Just then she heard something splashing about in the pool a little way
",
1410,56564,"‘How do you like the Queen?’ said the Cat in a low voice.
",
1411,59139,"nearly out of sight, he said in a deep voice, ‘What are tarts made of?’
",
1412,79469,"
",
1413,82222,"‘I’ve heard something like it,’ said Alice.
",
1414,21772,"
",
1415,68085,"The Hatter shook his head mournfully. ‘Not I!’ he replied. ‘We
",
1416,99122,"‘Come, it’s pleased so far,’ thought Alice, and she went on. ‘Would you
",
1417,85410,"     Beau--ootiful Soo--oop!
",
1418,56424,"
",
1419,61039,"when I learn music.’
",
1420,92900,"The Mouse only growled in reply.
",
1421,24543,"
",
1422,56788,"
",
1423,89188,"‘important--unimportant--unimportant--important--’ as if he were trying
",
1424,65822,"
",
1425,68447,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
",
1426,28903,"         cunning
",
1427,14354,"‘Do you mean that you think you can find out the answer to it?’ said the
",
1428,60364,"sea, some children digging in the sand with wooden spades, then a row
",
1429,66713,"‘Now, I give you fair warning,’ shouted the Queen, stamping on the
",
1430,45229,"‘That’s different from what I used to say when I was a child,’ said the
",
1431,95838,"‘Not the same thing a bit!’ said the Hatter. ‘You might just as well say
",
1432,82671,"Alice again, for this time the Mouse was bristling all over, and she
",
1433,51892,"         cunning
",
1434,70171,"
",
1435,38023,"
",
1436,39828,"
",
1437,30486,"off, and had just begun to dream that she was walking hand in hand with
",
1438,98289,"‘Idiot!’ said the Queen, tossing her head impatiently; and, turning to
",
1439,47735,"
",
1440,65478,"
",
1441,94066,"away. ‘You insult me by talking such nonsense!’
",
1442,28414,"Duck: ‘it’s generally a frog or a worm. The question is, what did the
",
1443,19968,"Alice, she went on, ‘What’s your name, child?’
",
1444,71604,"could not stand, and she went round the court and got behind him, and
",
1445,46571,"Then they all crowded round her once more, while the Dodo solemnly
",
1446,81684,"Alice again, for this time the Mouse was bristling all over, and she
",
1447,98789,"              and
",
1448,11414,"
",
1449,85327,"dare say there may be ONE.’
",
1450,31384,"Everybody looked at Alice.
",
1451,87419,"‘I didn’t!’ the March Hare interrupted in a great hurry.
",
1452,81254,"Which brought them back again to the beginning of the conversation.
",
1453,32248,"court,” and I never understood what it meant till now.’
",
1454,59335,"
",
1455,59623,"
",
1456,86612,"which the wretched Hatter trembled so, that he shook both his shoes off.
",
1457,62913,"Alice waited till the eyes appeared, and then nodded. ‘It’s no use
",
1458,81017,"‘Leave off that!’ screamed the Queen. ‘You make me giddy.’ And then,
",
1459,54784,"of killing somebody, so managed to put it into one of the cupboards as
",
1460,48063,"King put on his spectacles and looked anxiously round, to make out who
",
1461,64633,"that she looked down into its face in some alarm. This time there could
",
1462,54426,"by another footman in livery, with a round face, and large eyes like a
",
1463,99208,"with hearts. Next came the guests, mostly Kings and Queens, and among
",
1464,18485,"
",
1465,51559,"cupboards and book-shelves; here and there she saw maps and pictures
",
1466,84531,"way?’, holding her hand on the top of her head to feel which way it was
",
1467,87106,"and the whole party at once crowded round her, calling out in a confused
",
1468,19162,"The Hatter opened his eyes very wide on hearing this; but all he SAID
",
1469,74638,"it out into the open air. ‘IF I don’t take this child away with me,’
",
1470,94904,"
",
1471,34066,"‘Mary Ann! Mary Ann!’ said the voice. ‘Fetch me my gloves this moment!’
",
1472,44397,"  *    *    *    *    *    *    *
",
1473,86467,"
",
1474,49418,"
",
1475,80531,"     Beautiful, beautiful Soup!’
",
1476,52696,"
",
1477,65911,"‘But I don’t want to go among mad people,’ Alice remarked.
",
1478,19640,"
",
1479,39513,"
",
1480,90097,"down on one knee. ‘I’m a poor man, your Majesty,’ he began.
",
1481,81607,"
",
1482,80099,"but, alas! the little door was shut again, and the little golden key was
",
1483,55627,"felt that it would be quite absurd for her to carry it further.
",
1484,63184,"This did not seem to encourage the witness at all: he kept shifting
",
1485,57202,"them even when they hit her; and the baby was howling so much already,
",
1486,57110,"
",
1487,97156,"
",
1488,19426,"
",
1489,94909,"little histories about children who had got burnt, and eaten up by wild
",
1490,41895,"  Trims his belt and his buttons, and turns out his toes.’
",
1491,44944,"half to itself, half to Alice.
",
1492,64135,"itself upright as it spoke (it was exactly three inches high).
",
1493,37216,"
",
1494,12754,"obliged to write with one finger for the rest of the day; and this was
",
1495,68301,"it suddenly appeared again.
",
1496,70309,"and sometimes she scolded herself so severely as to bring tears into
",
1497,92758,"‘Hadn’t time,’ said the Gryphon: ‘I went to the Classics master, though.
",
1498,14114,"Lizard’s slate-pencil, and the choking of the suppressed guinea-pigs,
",
1499,19442,"‘You are not attending!’ said the Mouse to Alice severely. ‘What are you
",
1500,36196,"
",
1501,57120,"whiskers!’
",
1502,31826,"   Who for such dainties would not stoop?
",
1503,99236,"
",
1504,70988,"stays the same year for such a long time together.’
",
1505,45757,"
",
1506,63654,"
",
1507,46112,"‘Please your Majesty,’ said the Knave, ‘I didn’t write it, and they
",
1508,77117,"‘Exactly so,’ said the Hatter: ‘as the things get used up.’
",
1509,42846,"  And concluded the banquet--]
",
1510,42738,"‘We must burn the house down!’ said the Rabbit’s voice; and Alice called
",
1511,35729,"slate with one finger, as he found it made no mark; but he now hastily
",
1512,22730,"memorandum of the fact.
",
1513,49992,"
",
1514,80508,"‘That’s the reason they’re called lessons,’ the Gryphon remarked:
",
1515,17662,"   ‘Beautiful Soup! Who cares for fish,
",
1516,11697,"she waited patiently.
",
1517,75958,"Here one of the guinea-pigs cheered, and was immediately suppressed by
",
1518,41326,"go on. ‘And so these three little sisters--they were learning to draw,
",
1519,90161,"
",
1520,44549,"you’re changed, do you?’
",
1521,31296,"their mouths--and they’re all over crumbs.’
",
1522,10233,"Turn that Dormouse out of court! Suppress him! Pinch him! Off with his
",
1523,35380,"only too glad to do so.
",
1524,90072,"Alice said nothing; she had sat down with her face in her hands,
",
1525,21858,"
",
1526,75711,"
",
1527,76332,"lefthand bit.
",
1528,40093,"By this time she had found her way into a tidy little room with a table
",
1529,48956,"‘That would be grand, certainly,’ said Alice thoughtfully: ‘but then--I
",
1530,34149,"‘That’s enough about lessons,’ the Gryphon interrupted in a very decided
",
1531,41809,"and made believe to worry it; then Alice dodged behind a great thistle,
",
1532,29160,"‘It is a very good height indeed!’ said the Caterpillar angrily, rearing
",
1533,64490,"moment that it was looking for the fan and the pair of white kid gloves,
",
1534,24667,"that she did not dare to laugh; and, as she could not think of anything
",
1535,44615,"silent.
",
1536,38833,"Lory.
",
1537,61012,"with one eye; ‘I seem to see some meaning in them, after all. “--SAID
",
1538,70830,"
",
1539,93678,"   ‘They told me you had been to her,
",
1540,51097,"‘And be quick about it,’ added the Hatter, ‘or you’ll be asleep again
",
1541,11404,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
",
1542,31150,"
",
1543,71625,"MORE than nothing.’
",
1544,62774,"
",
1545,41067,"‘It’s the Cheshire Cat: now I shall have somebody to talk to.’
",
1546,63261,"tittered audibly.
",
1547,42907,"‘Did you say pig, or fig?’ said the Cat.
",
1548,70955,"I wonder if I’ve been changed in the night? Let me think: was I the
",
1549,23530,"‘Come, that finished the guinea-pigs!’ thought Alice. ‘Now we shall get
",
1550,82795,"On this the White Rabbit blew three blasts on the trumpet, and then
",
1551,42690,"you know--’
",
1552,32696,"she felt a little nervous about this; ‘for it might end, you know,’ said
",
1553,42670,"
",
1554,24241," (In which the cook and the baby joined):--
",
1555,93643,"     Beau--ootiful Soo--oop!
",
1556,30182,"in the middle. Alice kept her eyes anxiously fixed on it, for she felt
",
1557,73104,"
",
1558,70992,"‘ARE you to get in at all?’ said the Footman. ‘That’s the first
",
1559,83937,"the works!’ he added looking angrily at the March Hare.
",
1560,71902,"what they’re about!’
",
1561,28398,"
",
1562,29003,"little cakes as they lay on the floor, and a bright idea came into her
",
1563,22011,"
",
1564,27594,"that dark hall, and wander about among those beds of bright flowers and
",
1565,86262,"There ought to be a book written about me, that there ought! And when I
",
1566,33551,"
",
1567,59321,"of swimming about here, O Mouse!’ (Alice thought this must be the right
",
1568,33614,"little thing grunted in reply (it had left off sneezing by this time).
",
1569,12190,"There was a dead silence instantly, and Alice thought to herself, ‘I
",
1570,70640,"don’t want YOU with us!”’
",
1571,92462,"that the meeting adjourn, for the immediate adoption of more energetic
",
1572,72076,"see: four times five is twelve, and four times six is thirteen, and
",
1573,86176,"Turtle, and to hear his history. I must go back and see after some
",
1574,48966,"
",
1575,21741,"people began running about in all directions, tumbling up against each
",
1576,47319,"the question, and they repeated their arguments to her, though, as they
",
1577,91638,"remark, with variations. ‘I shall sit here,’ he said, ‘on and off, for
",
1578,31140," Would not, could not, would not, could not, could not join the dance.
",
1579,60236,"‘You MUST remember,’ remarked the King, ‘or I’ll have you executed.’
",
1580,22247,"
",
1581,28283,"The Queen had only one way of settling all difficulties, great or small.
",
1582,98009,"tell you just now what the moral of that is, but I shall remember it in
",
1583,62987,"she felt a little nervous about this; ‘for it might end, you know,’ said
",
1584,90862,"over all the children she knew that were of the same age as herself, to
",
1585,98422,"said Alice, seriously, ‘I’ll have nothing more to do with you. Mind
",
1586,37535,"Alice felt that this could not be denied, so she tried another question.
",
1587,61368,"Alice did not dare to disobey, though she felt sure it would all come
",
1588,35466,"but, alas! the little door was shut again, and the little golden key was
",
1589,31913,"corners: next the ten courtiers; these were ornamented all over with
",
1590,54625,"MORE than nothing.’
",
1591,10713,"saw the White Rabbit. She was a little nervous about it just at first,
",
1592,55943,"
",
1593,43009,"There was certainly too much of it in the air. Even the Duchess
",
1594,37751,"see if she could have been changed for any of them.
",
1595,22749,"
",
1596,68708,"on. Her listeners were perfectly quiet till she got to the part about
",
1597,59901,"
",
1598,30080,"‘I see!’ said the Queen, who had meanwhile been examining the roses.
",
1599,56991,"sat down and cried.
",
1600,74663,"
",
1601,19164,"CHAPTER XI. Who Stole the Tarts?
",
1602,44660,"‘I won’t indeed!’ said Alice, in a great hurry to change the subject of
",
1603,16455,"and the whole party at once crowded round her, calling out in a confused
",
1604,23135,"‘Have some wine,’ the March Hare said in an encouraging tone.
",
1605,50548,"filled the air, mixed up with the distant sobs of the miserable Mock
",
1606,13468,"
",
1607,56067,"Alice was very glad to find her in such a pleasant temper, and thought
",
1608,66325,"your pocket?’ he went on, turning to Alice.
",
1609,15475,"‘What did they draw?’ said Alice, quite forgetting her promise.
",
1610,16100,"Knave of Hearts, who only bowed and smiled in reply.
",
1611,65268,"‘There’s certainly too much pepper in that soup!’ Alice said to herself,
",
1612,50248,"and she grew no larger: still it was very uncomfortable, and, as there
",
1613,82357,"hot day made her feel very sleepy and stupid), whether the pleasure
",
1614,25678,"righthand bit again, and did not venture to go near the house till she
",
1615,99095,"
",
1616,58898,"question, you know.’
",
1617,78037,"there was silence for some minutes.
",
1618,67207,"
",
1619,89458,"of such a rule at processions; ‘and besides, what would be the use of
",
1620,33357,"invent something!’
",
1621,42391,"
",
1622,31578,"
",
1623,11092,"She said the last word with such sudden violence that Alice quite
",
1624,17628,"hot day made her feel very sleepy and stupid), whether the pleasure
",
1625,58273,"seemed to be no chance of this, so she began looking at everything about
",
1626,50529,"‘All right,’ said the Cat; and this time it vanished quite slowly,
",
1627,19233,"it into his cup of tea, and looked at it again: but he could think of
",
1628,88867,"the royal children, and everybody else.
",
1629,27756,"not look at all comfortable, and it was certainly not becoming.
",
1630,91614,"sea. The master was an old Turtle--we used to call him Tortoise--’
",
1631,41383,"off, and had just begun to dream that she was walking hand in hand with
",
1632,73236,"living would be like, but it puzzled her too much, so she went on: ‘But
",
1633,69699,"            cause,
",
1634,71236,"‘It’s the thing Mock Turtle Soup is made from,’ said the Queen.
",
1635,51845,"    Pray how did you manage to do it?’
",
1636,89752,"business of MINE.’
",
1637,81181,"
",
1638,12509,"
",
1639,44873,"   Soup of the evening, beautiful Soup!
",
1640,45633,"‘I beg your pardon!’ said the Mouse, frowning, but very politely: ‘Did
",
1641,11376,"‘you shouldn’t have put it in with the bread-knife.’
",
1642,87281,"‘I’m glad I’ve seen that done,’ thought Alice. ‘I’ve so often read
",
1643,74445,"‘Of the mushroom,’ said the Caterpillar, just as if she had asked it
",
1644,25743,"
",
1645,73400,"to himself in an undertone,
",
1646,70366,"offended!’
",
1647,90831,"‘Oh, a song, please, if the Mock Turtle would be so kind,’ Alice
",
1648,40422,"a Lory and an Eaglet, and several other curious creatures. Alice led the
",
1649,79610,"The chief difficulty Alice found at first was in managing her flamingo:
",
1650,26744,"
",
1651,37312,"
",
1652,85139,"presented the thimble, saying ‘We beg your acceptance of this elegant
",
1653,73070,"‘That I can’t remember,’ said the Hatter.
",
1654,78437,"    Though they were mine before.
",
1655,19292,"‘Their heads are gone, if it please your Majesty!’ the soldiers shouted
",
1656,33414,"some time without interrupting it.
",
1657,82406,"You’re mad.’
",
1658,75230,"Just then she heard something splashing about in the pool a little way
",
1659,23573,"age, there was no more to be said.
",
1660,17617,"his eyes. He looked at Alice, and tried to speak, but for a minute or
",
1661,94300,"    Why, I do it again and again.’
",
1662,48318,"cupboards and book-shelves; here and there she saw maps and pictures
",
1663,97525,"‘How do you know I’m mad?’ said Alice.
",
1664,78319,"stingy about it, you know--’
",
1665,28360,"for apples, yer honour!’
",
1666,84048,"
",
1667,56694,"serpents! There’s no pleasing them!’
",
1668,82300,"she looked up, but it was all dark overhead; before her was another
",
1669,17086,"it was in March.’ As she said this, she looked up, and there was the Cat
",
1670,63273,"‘What IS a Caucus-race?’ said Alice; not that she wanted much to know,
",
1671,34986,"lonely and low-spirited. In a little while, however, she again heard
",
1672,96084,"
",
1673,28289,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
",
1674,67693,"
",
1675,36559,"‘--and just take his head off outside,’ the Queen added to one of the
",
1676,38065,"‘Then it wasn’t very civil of you to offer it,’ said Alice angrily.
",
1677,96200,"the Conqueror, whose cause was favoured by the pope, was soon submitted
",
1678,97973,"
",
1679,18151,"bore it as well as she could.
",
1680,66551,"
",
1681,77288,"filled the air, mixed up with the distant sobs of the miserable Mock
",
1682,37601,"
",
1683,34378,"the temper of your flamingo. Shall I try the experiment?’
",
1684,89998,"
",
1685,59120,"
",
1686,69199,"could.
",
1687,66354,"beasts and other unpleasant things, all because they WOULD not remember
",
1688,95569,"everything that Alice said; ‘there’s a large mustard-mine near here. And
",
1689,47368,"
",
1690,19832,"kind of thing never happened, and now here I am in the middle of one!
",
1691,29170,"‘Begin at the beginning,’ the King said gravely, ‘and go on till you
",
1692,71394,"‘And now which is which?’ she said to herself, and nibbled a little of
",
1693,86438,"Fainting in Coils.’
",
1694,13682,"‘I never thought about it,’ said Alice. ‘Why?’
",
1695,45939,"vanishing so suddenly: you make one quite giddy.’
",
1696,75436,"It did so indeed, and much sooner than she had expected: before she had
",
1697,35910,"‘Speak English!’ said the Eaglet. ‘I don’t know the meaning of half
",
1698,95145,"cushion, resting their elbows on it, and talking over its head. ‘Very
",
1699,22376,"like a Jack-in-the-box, and up I goes like a sky-rocket!’
",
1700,84111,"on, as she heard the Queen’s voice in the distance, screaming with
",
1701,74886,"
",
1702,41345,"The miserable Hatter dropped his teacup and bread-and-butter, and went
",
1703,50709,"
",
1704,74218,"           denial; We
",
1705,71160,"arms, took the hookah out of its mouth again, and said, ‘So you think
",
1706,51249,"
",
1707,70415,"
",
1708,11231,"‘You are not attending!’ said the Mouse to Alice severely. ‘What are you
",
1709,36549,"‘No, they’re not,’ said the White Rabbit, ‘and that’s the queerest thing
",
1710,85431,"nearer, Alice could hear him sighing as if his heart would break. She
",
1711,57064,"can’t prove I did: there’s no name signed at the end.’
",
1712,91600,"‘And now which is which?’ she said to herself, and nibbled a little of
",
1713,93805,"like a Jack-in-the-box, and up I goes like a sky-rocket!’
",
1714,61878,"
",
1715,92493,"of tiny white kid gloves: she took up the fan and a pair of the gloves,
",
1716,13514,"‘What did they draw?’ said Alice, quite forgetting her promise.
",
1717,13820,"Alice went timidly up to the door, and knocked.
",
1718,51351,"There seemed to be no use in waiting by the little door, so she went
",
1719,73497,"she was talking. ‘How CAN I have done that?’ she thought. ‘I must
",
1720,11570,"no toys to play with, and oh! ever so many lessons to learn! No, I’ve
",
1721,71447,"saw the White Rabbit. She was a little nervous about it just at first,
",
1722,75616,"presented the thimble, saying ‘We beg your acceptance of this elegant
",
1723,70460,"lying on the glass table as before, ‘and things are worse than ever,’
",
1724,39990,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
",
1725,20838,"poker will burn you if you hold it too long; and that if you cut your
",
1726,56252,"it muttering to itself ‘The Duchess! The Duchess! Oh my dear paws! Oh
",
1727,16355,"
",
1728,54958,"tiptoe, put his mouth close to her ear, and whispered ‘She’s under
",
1729,85052,"CHAPTER III. A Caucus-Race and a Long Tale
",
1730,30109,"it to make it stop.
",
1731,14459,"
",
1732,13460,"felt quite strange at first; but she got used to it in a few minutes,
",
1733,38709,"
",
1734,86834,"stays the same year for such a long time together.’
",
1735,71102,"buttered toast,) she very soon finished it off.
",
1736,38417,"
",
1737,45977,"
",
1738,34955,"shut up like a telescope! I think I could, if I only knew how to begin.’
",
1739,95034,"out that the cause of this was the fan she was holding, and she dropped
",
1740,71581,"
",
1741,86594,"The Knave shook his head sadly. ‘Do I look like it?’ he said. (Which he
",
1742,46717,"occasional exclamation of ‘Hjckrrh!’ from the Gryphon, and the constant
",
1743,79817,"    Though they were mine before.
",
1744,95979,"how to set about it; and while she was peering about anxiously among
",
1745,15980,"The Dormouse again took a minute or two to think about it, and then
",
1746,61732,"and began talking to herself, as usual. ‘Come, there’s half my plan done
",
1747,59858,"
",
1748,18222,"herself. ‘Shy, they seem to put everything upon Bill! I wouldn’t be in
",
1749,41804,"her knowledge of history, Alice had no very clear notion how long ago
",
1750,27048,"‘I won’t indeed!’ said Alice, in a great hurry to change the subject of
",
1751,58291,"
",
1752,46115,"But here, to Alice’s great surprise, the Duchess’s voice died away, even
",
1753,12550,"‘I don’t see,’ said the Caterpillar.
",
1754,68788,"‘Then you should say what you mean,’ the March Hare went on.
",
1755,57281,"Alice got up and ran off, thinking while she ran, as well she might,
",
1756,47377,"‘Wake up, Alice dear!’ said her sister; ‘Why, what a long sleep you’ve
",
1757,18058,"creatures hid their faces in their paws.
",
1758,98602,"
",
1759,30908,"to find her way out. ‘I shall be punished for it now, I suppose, by
",
1760,69309,"thing,’ Alice went on, half to herself, as she swam lazily about in the
",
1761,49116,"
",
1762,27821,"
",
1763,52374,"
",
1764,66445,"held it out to the puppy; whereupon the puppy jumped into the air off
",
1765,39989,"them out again. That’s all.’
",
1766,13628,"
",
1767,15942,"
",
1768,83833,"The door led right into a large kitchen, which was full of smoke from
",
1769,95800,"
",
1770,47132,"know why it’s called a whiting?’
",
1771,23605,"their mouths--and they’re all over crumbs.’
",
1772,90347,"led into the garden. Then she went to work nibbling at the mushroom (she
",
1773,60124,"do well enough; don’t be particular--Here, Bill! catch hold of this
",
1774,79918,"
",
1775,49447,"‘Well, then,’ the Cat went on, ‘you see, a dog growls when it’s angry,
",
1776,21908,"cucumber-frames there must be!’ thought Alice. ‘I wonder what they’ll do
",
1777,13989,"
",
1778,72518,"the last time she saw them, they were trying to put the Dormouse into
",
1779,28643,"‘Two days wrong!’ sighed the Hatter. ‘I told you butter wouldn’t suit
",
1780,49262,"saying to herself ‘This is Bill,’ she gave one sharp kick, and waited to
",
1781,39551,"
",
1782,86107,"
",
1783,27969,"and it sat for a long time with one finger pressed upon its forehead
",
1784,45053,"‘Of course not,’ Alice replied very readily: ‘but that’s because it
",
1785,33996,"but I don’t remember where.’
",
1786,81762,"‘Yes, that’s it,’ said the Hatter with a sigh: ‘it’s always tea-time,
",
1787,25910,"court.
",
1788,42049,"got much evidence YET,’ she said to herself. Imagine her surprise, when
",
1789,44832,"
",
1790,95346,"‘But they were IN the well,’ Alice said to the Dormouse, not choosing to
",
1791,76691,"‘And washing?’ said the Mock Turtle.
",
1792,70035,"
",
1793,24693,"her in a languid, sleepy voice.
",
1794,88537,"certainly did NOT, being made entirely of cardboard.)
",
1795,71760,"          no jury
",
1796,12573,"after folding his arms and frowning at the cook till his eyes were
",
1797,56661,"and the whole party at once crowded round her, calling out in a confused
",
1798,23547,"Alice took up the fan and gloves, and, as the hall was very hot, she
",
1799,37693,"   If I or she should chance to be
",
1800,14441,"
",
1801,94853,"eyes were getting extremely small for a baby: altogether Alice did not
",
1802,54063,"shut up like a telescope! I think I could, if I only knew how to begin.’
",
1803,38471,"‘At any rate I’ll never go THERE again!’ said Alice as she picked her
",
1804,75484,"‘We had the best of educations--in fact, we went to school every day--’
",
1805,36174,"‘Anything you like,’ said the Footman, and began whistling.
",
1806,25651,"‘Yes, we went to school in the sea, though you mayn’t believe it--’
",
1807,73797,"
",
1808,77661,"deep and reaching half down the hall.
",
1809,30221,"days and days.’
",
1810,52489,"safe in a thick wood.
",
1811,55825,"‘You ought to have finished,’ said the King. ‘When did you begin?’
",
1812,36833,"
",
1813,16241,"Alice remained looking thoughtfully at the mushroom for a minute, trying
",
1814,67361,"‘Hold your tongue!’ said the Queen, turning purple.
",
1815,85302,"herself in a long, low hall, which was lit up by a row of lamps hanging
",
1816,73143,"course--“I GAVE HER ONE, THEY GAVE HIM TWO--” why, that must be what he
",
1817,34091,"itself upright as it spoke (it was exactly three inches high).
",
1818,67086,"that it made Alice quite hungry to look at them--‘I wish they’d get the
",
1819,94160,"poker will burn you if you hold it too long; and that if you cut your
",
1820,45807,"now! How puzzling all these changes are! I’m never sure what I’m going
",
1821,98574,"go by the carrier,’ she thought; ‘and how funny it’ll seem, sending
",
1822,87978,"this bottle does. I do hope it’ll make me grow large again, for really
",
1823,27059,"
",
1824,56163,"
",
1825,88210,"of him), while the rest waited in silence. At last the Dodo said,
",
1826,20662,"well.
",
1827,85931,"‘Don’t you mean “purpose”?’ said Alice.
",
1828,90749,"‘I don’t much care where--’ said Alice.
",
1829,53846,"    (We know it to be true):
",
1830,50252,"    Said his father; ‘don’t give yourself airs!
",
1831,23073,"
",
1832,59679,"
",
1833,24598,"‘Keep your temper,’ said the Caterpillar.
",
1834,79299,"his eyes. He looked at Alice, and tried to speak, but for a minute or
",
1835,88301,"
",
1836,30723,"‘I don’t like the look of it at all,’ said the King: ‘however, it may
",
1837,98775,"    And argued each case with my wife;
",
1838,36335,"
",
1839,44991,"dry enough!’ They all sat down at once, in a large ring, with the Mouse
",
1840,48554,"in the middle. Alice kept her eyes anxiously fixed on it, for she felt
",
1841,43744,"
",
1842,58976,"you executed on the spot.’
",
1843,65941,"a procession,’ thought she, ‘if people had all to lie down upon their
",
1844,94914,"in the last few minutes that she wasn’t a bit afraid of interrupting
",
1845,76414,"to Alice an excellent opportunity for croqueting one of them with the
",
1846,52712,"the royal children; there were ten of them, and the little dears came
",
1847,57908,"little thing grunted in reply (it had left off sneezing by this time).
",
1848,59894,"but it said nothing.
",
1849,50012,"growing, and she was quite surprised to find that she remained the same
",
1850,67733,"come to the end: then stop.’
",
1851,73761,"‘There’s certainly too much pepper in that soup!’ Alice said to herself,
",
1852,68459,"   Who for such dainties would not stoop?
",
1853,27189,"  When the sands are all dry, he is gay as a lark,
",
1854,94529,"thing,’ Alice went on, half to herself, as she swam lazily about in the
",
1855,80498,"
",
1856,55253,"of making a daisy-chain would be worth the trouble of getting up and
",
1857,95754,"
",
1858,53099,"‘Serpent, I say again!’ repeated the Pigeon, but in a more subdued tone,
",
1859,46181,"
",
1860,92790,"house, quite forgetting that she was now about a thousand times as large
",
1861,24915,"she spoke.
",
1862,32463,"dear, certainly: but now run in to your tea; it’s getting late.’ So
",
1863,64478,"For, you see, so many out-of-the-way things had happened lately,
",
1864,21738,"were nowhere to be found: all she could see, when she looked down, was
",
1865,29175,"
",
1866,10443,"
",
1867,44622,"‘I’m sure I’m not Ada,’ she said, ‘for her hair goes in such long
",
1868,32915,"
",
1869,74003,"and holding it to his ear.
",
1870,86778,"‘YOU’D better not talk!’ said Five. ‘I heard the Queen say only
",
1871,91868,"all spoke at once, she found it very hard indeed to make out exactly
",
1872,13922,"and added with a kind of sob, ‘I’ve tried every way, and nothing seems
",
1873,60707,"wondering very much what would happen next.
",
1874,44965,"‘When I’M a Duchess,’ she said to herself, (not in a very hopeful tone
",
1875,60884,"
",
1876,17439,"pocket, and was looking at it uneasily, shaking it every now and then,
",
1877,75696,"almost certain to disagree with you, sooner or later.
",
1878,34026,"inquisitively, and seemed to her to wink with one of its little eyes,
",
1879,57615,"‘That is not said right,’ said the Caterpillar.
",
1880,70931,"back to the table, half hoping she might find another key on it, or at
",
1881,68714,"‘--likely to win, that it’s hardly worth while finishing the game.’
",
1882,94507,"things happening. While she was looking at the place where it had been,
",
1883,23873,"
",
1884,21046,"Alice considered a little, and then said ‘The fourth.’
",
1885,90536,"       law: I will
",
1886,92078,"
",
1887,66901,"the place of the March Hare. The Hatter was the only one who got any
",
1888,53396,"confusing it is all the things being alive; for instance, there’s the
",
1889,69064,"       would be
",
1890,41321,"
",
1891,87508,"
",
1892,20009,"speaking to it,’ she thought, ‘till its ears have come, or at least one
",
1893,31753,"things to happen, that it seemed quite dull and stupid for life to go on
",
1894,76804,"
",
1895,96376,"number of executions the Queen had ordered.
",
1896,49455,"She drew her foot as far down the chimney as she could, and waited
",
1897,59960,"invitation for the Duchess to play croquet.’
",
1898,58376,"
",
1899,99595,"
",
1900,43685,"told me he was going a journey, I should say “With what porpoise?”’
",
1901,17800,"‘Come, my head’s free at last!’ said Alice in a tone of delight, which
",
1902,69514,"way?’, holding her hand on the top of her head to feel which way it was
",
1903,82809,"
",
1904,20118,"
",
