id,original,japanese
737,"""Might as well be frank, monsieur. It would take a miracle to get you","「率直に申し上げましょう、ムッシュ。あなたを"
738,what it is I'll get married again.,それが何であれ、私は再び結婚するだろう。
739,101 blocks of crud on the disk!...,ディスク上に101ブロックのゴミ！…
740,Guns aren't lawful;,銃は合法ではない。
741,Be different: conform.,異なれ：順応せよ。
742,it isn't here.,それはここにない。
743,"""If God lived on Earth, people would knock out all His windows.""","「もし神が地上に住んでいたら、人々は彼の窓をすべて叩き割るだろう。」"
744,Everyone can be taught to sculpt: Michelangelo would have had to be,誰もが彫刻を教わることができる。ミケランジェロは
745,Democracy is a form of government that substitutes election by the,民主主義とは、
746,Good-bye. I am leaving because I am bored.,さようなら。私は退屈だから去る。
747,How wonderful opera would be if there were no singers.,歌手がいなければ、オペラはどれほど素晴らしいだろう。
748,worst vegetable of next year.,来年の最悪野菜。
749,God is a comic playing to an audience that's afraid to laugh,,神は、笑うことを恐れる観客の前で演じるコメディアンだ。
750,"Flappity, floppity, flip",パタパタ、ばたばた、ぱたん
751,electrical cord.,電気コード。
752,busy worrying over what you are thinking about them.,彼らがあなたのことをどう思っているか心配することで忙しい。
753,the bare metal. Application programming is for feebs who can't do systems,ベアメタルで。アプリケーションプログラミングは、システム
754,100 blocks of crud on the disk!,ディスク上の100ブロックのゴミ！
755,Every program has (at least) two purposes: the one for which it was,すべてのプログラムには（少なくとも）二つの目的がある。一つは
756,-- R. Geis,-- R・ガイス
757,What nobody is sure about.,誰も確信していないこと。
758,He did his very best to make,,彼は最善を尽くして
759,The chicken that clucks the loudest is the one most likely to show up,一番大声で鳴く鶏が、最も
760,It is easier to change the specification to fit the program than vice,プログラムに合わせて仕様を変更する方が、その逆よりも簡単だ。
761,What is worth doing is worth the trouble of asking somebody to do.,やる価値のあることは、誰かにやってもらう手間をかける価値がある。
762,Rocky's Lemma of Innovation Prevention,,ロッキーの革新防止の補助定理
763,-- Winston Churchill,-- ウィンストン・チャーチル
764,-- Henry Kissinger,-- ヘンリー・キッシンジャー
765,Gandhi: I think it would be a good idea.,ガンジー：それは良い考えだと思う。
766,"three friends. If they're ok, you're it.","三人の友人。もし彼らが大丈夫なら、あなたがそうだ。"
767,Year: A period of three hundred and sixty-five disappointments.,年：365回の失望の期間。
768,The new Congressmen say they're going to turn the government around. I,新しい議員たちは政府を立て直すと言っている。私は
769,"2) ""You and what army?""","2) 「お前と、どの軍隊だ？」"
770,"""Acting is an art which consists of keeping the audience from","「演技とは、観客に"
771,it dulls the drugs.,それは薬の効果を鈍らせる。
772,A truly wise man never plays leapfrog with a unicorn.,真に賢い者は、決してユニコーンと馬跳びをしない。
773,what is going on.,何が起こっているか。
774,have poured on a waffle.,ワッフルにかけたことがある。
775,"Oh, dear, where can the matter be",ああ、一体どうしたのだろう
776,"In case of atomic attack, the federal ruling against prayer in schools","核攻撃の場合、学校での祈りを禁じる連邦政府の判決は"
777,headed.,向かっている。
778,It was a total loss.,それは完全な損失だった。
779,Insanity is hereditary. You get it from your kids.,狂気は遺伝する。子供から受け継ぐのだ。
780,have nothing whatever to do with it.,とは全く関係がない。
781,"""It's Fabulous! We haven't seen anything like it in the last half an","「素晴らしい！この半"
782,-- Hilaire Belloc,-- ヒレア・ベロック
783,and last month in advance.,そして先月分を前払いで。
784,-- Bertold Brecht,-- ベルトルト・ブレヒト
785,There's only one way to have a happy marriage and as soon as I learn,幸せな結婚をする方法は一つしかない。そして私が
786,Troubled day for virgins over 16 who are beautiful and wealthy and live,16歳以上で、美しく裕福で、
787,Spend extra time on hobby. Get plenty of rolling papers.,趣味に余分な時間を費やせ。巻紙をたくさん手に入れろ。
788,Boy: A noise with dirt on it.,少年：泥のついた騒音。
789,Never be led astray onto the path of virtue.,決して美徳の道に迷い込むな。
790,Ban the bomb. Save the world for conventional warfare.,爆弾を禁止せよ。通常戦争のために世界を救え。
791,"University: Like a software house, except the software's free, and it's","大学：ソフトウェアハウスのようなもの。ただし、ソフトウェアは無料で、"
792,-- Lily Tomlin,-- リリー・トムリン
793,Responsibility always exceeds authority.,責任は常に権限を上回る。
794,even.,さえ。
795,"""If I had only known, I would have been a locksmith.""","「もし知っていたら、私は錠前屋になっていただろう。」"
796,eat.,食べる。
797,There are two ways to write error-free programs. Only the third one,エラーのないプログラムを書く方法は二つある。三番目の方法だけが
798,"""Qvid me anxivs svm?""",「なぜ私は不安なのか？」（ラテン語）
799,Fifth Law of Applied Terror:,応用テロの第五法則：
800,"""Arguments with furniture are rarely productive.""","「家具との議論は、めったに生産的ではない。」"
801,Make it possible for programmers to write in English and you,プログラマーが英語で書けるようにすれば、
802,stupidity.,愚かさ。
803,"Corrupt: In politics, holding an office of trust or profit.",腐敗した：政治において、信任または利益のある職に就くこと。
804,Familiarity breeds attempt,,親しさは試みを産む。
805,And the clean ones so seldom are comical.,そしてきれいなものは、めったに滑稽ではない。
806,But she started absorbin',,しかし彼女は吸収し始めた。
807,Succumb to natural tendencies. Be hateful and boring.,自然な傾向に屈せよ。憎らしく、退屈であれ。
808,"usable, and it works, and if it breaks they'll quickly tell you how to","使いやすく、動作し、もし壊れたら、彼らはすぐに"
809,"make the rubble bounce""",瓦礫を跳ねさせる
810,Ducharme's Precept:,デュシャームの教訓：
811,Don't kiss an elephant on the lips today.,今日は象の唇にキスをするな。
812,get any programs at all and take what they get.,全くプログラムを手に入れられず、手に入れたものを受け入れる。
813,Faith is the quality that enables you to eat blackberry jam on a picnic,信仰とは、ピクニックでブラックベリージャムを食べることを可能にする資質である。
814,"3) ""If you were as smart as you think you are, you wouldn't be","3) 「もしお前が自分で思うほど賢いなら、"
815,"Whenever you find that you are on the side of the majority, it is time","多数派の側にいることに気づいたときはいつでも、"
816,to date.,今日まで。
817,Do something unusual today. Pay a bill.,今日は何か変わったことをしなさい。請求書を払いなさい。
818,that the other fellow can spell.,相手が綴りを知っていること。
819,"a cop.""","警官だ。」"
820,Rivers are damp;,川は湿っている。
821,programmers.,プログラマー。
822,"Anything labeled ""NEW"" and/or ""IMPROVED"" isn't. The label means the","「新発売」および／または「改良」と表示されたものは、そうではない。その表示は"
823,Hail to the sun god,,太陽神に万歳。
824,A diplomat is a man who can convince his wife she'd look stout in a,外交官とは、妻に
825,"Cigarette: A fire at one end, a fool at the other, and a bit of","タバコ：一端に火、もう一端に愚か者、そして"
826,programming.,プログラミング。
827,-- Jerome Lettvin,-- ジェローム・レトヴィン
828,Conversation: A vocal competition in which the one who is catching his,会話：息を切らしている方が
829,President Reagan has noted that there are too many economic pundits and,レーガン大統領は、経済評論家が多すぎると指摘し
830,"If there are epigrams, there must be meta-epigrams.","警句があるなら、メタ警句もなければならない。"
831,writing.,書くこと。
832,-Deep Thought,-ディープ・ソート
833,"Real Programmers don't eat quiche. In fact, real programmers don't know how to","本物のプログラマーはキッシュを食べない。実際、本物のプログラマーは"
834,The secret to success is sincerity. Once you learn to fake that you have,成功の秘訣は誠実さだ。それを偽ることを学べば、
835,San Francisco?,サンフランシスコ？
836,breath is called the listener.,息をしている方がリスナーと呼ばれる。
837,Fruit flies like a banana,,ミバエはバナナが好きだ。（Fruit flies(ミバエ)とFruit flies(果物は飛ぶ)の掛詞）
838,Forgetfulness: A gift of God bestowed upon debtors in compensation for,物忘れ：神が債務者に、
839,Never call a man a fool. Borrow from him.,人を馬鹿と呼ぶな。彼から借りろ。
840,Laetrile is the pits,,レートリルは最悪だ。
841,-- Ambrose Bierce,-- アンブローズ・ビアス
842,Celebrate Hannibal Day this year. Take an elephant to lunch.,今年はハンニバル・デーを祝おう。象を昼食に連れて行け。
843,to work.,働くために。
844,God Invented Grass.,神は草を発明した。
845,"The typewriting machine, when played with expression, is no more","タイプライターは、感情を込めて演奏されると、"
846,to justify God's ways to man,,神の道を人に正当化するために
847,"elsewhere.""","よそで。」"
848,"The night before the English History mid-term, your Biology","イギリス史の中間試験の前夜、あなたの生物学の"
849,A billboard lovely as a tree.,木のように美しい広告看板。
850,A baby is an alimentary canal with a loud voice at one end and no,赤ん坊とは、一端に大きな声、もう一端に
851,Computers are infalllible.,コンピュータは絶対に間違わない。
852,Re graphics: A picture is worth 10K words -- but only those to,グラフィックスについて：一枚の絵は1万語の価値がある――しかし、
853,we can't control when the five year period will begin.,その5年間がいつ始まるかを我々は制御できない。
854,ourselves.,我々自身。
855,"Real Programmers don't play tennis, or any other sport that requires you to","本物のプログラマーはテニスや、"
856,take a bath...,風呂に入る…
857,"2nd customer: ""Me, too -- and be sure the glass is clean!""","客2：「私も――そしてグラスがきれいであることを確認してくれ！」"
858,Finagle's Creed:,フィナグルの信条：
859,Into space that is quite economical.,非常に経済的な宇宙へ。
860,versa.,逆もまた然り。
861,people.,人々。
862,"bodies, it is customary to mention all members as honorable; as, ""the","団体では、すべてのメンバーを名誉あるものとして言及するのが通例である。例えば、「"
863,Fashion is a form of ugliness so intolerable that we have to alter it,ファッションとは、あまりに耐え難い醜さの一形態であり、我々はそれを
864,Drive defensively. Buy a tank.,防衛運転をしろ。戦車を買え。
865,I'd give my right arm to be ambidextrous.,両利きになるためなら右腕を差し出してもいい。
866,Bradley's Bromide:,ブラッドリーの陳腐な言葉：
867,Collaboration: A literary partnership based on the false assumption,共同制作：
868,incompetent many for appointment by the corrupt few.,腐敗した少数による、無能な多数の任命。
869,without looking to see whether the seeds move.,種が動くかどうかを見ずに。
870,THE GOLDEN RULE OF ARTS AND SCIENCES,,芸術と科学の黄金律
871,Be free and open and breezy! Enjoy! Things won't get any better so,自由で、オープンで、陽気であれ！楽しめ！事態はこれ以上良くならないから
872,describe the picture. Hardly any sets of 10K words can be adequately,その絵を説明する。1万語のセットで適切に
873,The Third Law of Photography:,写真の第三法則：
874,"It did not last; the devil howling ""Ho!",それは続かなかった。悪魔が「ホー！」と叫び
875,Think of it! With VLSI we can pack 100 ENIACs in 1 sq. cm.!,考えてみろ！VLSIがあれば、1平方センチメートルに100台のENIACを詰め込める！
876,Paranoia is simply an optimistic outlook on life.,偏執病とは、単に人生に対する楽観的な見方である。
877,-- Bert Whitney,-- バート・ウィットニー
878,the dark leaks out.,闇が漏れ出す。
879,Hanlon's Razor:,ハンロンの剃刀：
880,Adolescence: The stage between puberty and adultery.,思春期：思春期と不倫の間の段階。
881,Imagination is the one weapon in the war against reality.,想像力は、現実との戦いにおける唯一の武器である。
882,damnfoolproof.,完全な馬鹿でも扱えるように。
883,Half Moon tonight. (At least its better than no Moon at all.),今夜は半月。（少なくとも、月がないよりはましだ。）
884,Cynic: One who looks through rose-colored glasses with a jaundiced eye.,皮肉屋：色眼鏡を通して物事を偏見の目で見る者。
885,Science is true. Don't be misled by facts.,科学は真実である。事実に惑わされるな。
886,Man is a rational animal who always loses his temper when he is called,人間は、
887,Never call a man a fool; borrow from him.,人を馬鹿と呼ぶな。彼から借りろ。
888,The Third Law: You can only break even at absolute zero.,第三法則：絶対零度でしか収支はとんとんにならない。
889,"A budget is just a method of worrying before you spend money, as well",予算とは、金を使う前に心配するための方法に過ぎない。
890,Time is nature's way of making sure that everything doesn't happen at,時間とは、すべてが同時に起こらないようにするための自然の方法である。
891,them keeps paying for it.,彼らがその代金を払い続ける。
892,Tonight's the night: Sleep in a eucalyptus tree.,今夜がその夜だ：ユーカリの木で眠れ。
893,Broad-mindedness: The result of flattening high-mindedness out.,広い心：高邁な精神を平らにした結果。
894,revitalize the corner saloon.,街角の酒場を活性化させる。
895,not worth knowing.,知る価値がない。
896,Paul Revere was a tattle-tale,,ポール・リビアはおしゃべりだった。
897,"None: ""We'll document it in the manual.""","なし。「マニュアルに文書化しておく。」"
898,Every manifestation had seven symptoms.,すべての兆候には7つの症状があった。
899,"That made it, paired by dot;",それが、点で対になって
900,forecasters and has decided on an excess prophets tax.,予報官たち、そして超過預言者税を決定した。
901,Day of inquiry. You will be subpoenaed.,調査の日。あなたは召喚されるだろう。
902,avoid responsibility with?,で責任を回避するか？
903,Real Programmers don't write specs -- users should consider themselves lucky to,本物のプログラマーは仕様書を書かない――ユーザーは
904,Important letters which contain no errors will develop errors in the,エラーのない重要な手紙は、
905,If we do not change our direction we are likely to end up where we are,もし我々が進む方向を変えなければ、我々は
906,The brain is a wonderful organ; it starts working the moment you get up,脳は素晴らしい器官だ。あなたが起きた瞬間に働き始め
907,"This login session: $13.99, but for you $11.88",今回のログインセッション：$13.99、しかしあなたには$11.88
908,"Reporter (to Mahatma Gandhi): Mr Gandhi, what do you think of","記者（マハトマ・ガンジーへ）：ガンジーさん、"
909,"If an item is advertised as ""under $50"", you can bet it's not $19.95.","もし商品が「50ドル未満」と宣伝されているなら、それが19.95ドルでないことは確かだ。"
910,"retail.""","小売りで買う必要がある。」"
911,How many Zen masters does it take to screw in a light bulb?,電球を交換するのに、禅師は何人必要か？
912,Thou shalt reclaim it not.,汝、それを再生するなかれ。
913,Chicken Soup: An ancient miracle drug containing equal parts of,チキンスープ：
914,live.,生きる。
915,The First Law: You can't get anything without working for it.,第一法則：働かずに何も得ることはできない。
916,works.,機能する。
917,George Orwell was an optimist.,ジョージ・オーウェルは楽観主義者だった。
918,Real Programmers don't write in PL/I. PL/I is for programmers who can't decide,本物のプログラマーはPL/Iでは書かない。PL/Iは
919,somehow enobled and none dare criticize it.,どういうわけか高貴なものとされ、誰もそれを批判しようとしない。
920,"Worst Month of the Year: February. February has only 28 days in it,","年間最悪の月：2月。2月は28日しかなく"
921,A: Both of them.,A: 両方だ。
922,"Brain, v.: [as in ""to brain""] To rebuke bluntly, but not pointedly; to","脳（動詞）：[「脳する」のように]  bluntly に、しかし pointedly ではなく叱責すること。"
923,Accuracy: The vice of being right,,正確さ：正しいことの悪徳。
924,Ten years of rejection slips is nature's way of telling you to stop,10年間の不採用通知は、自然があなたにやめるよう告げる方法である。
925,"""Even the best of friends cannot attend each other's funeral.""","「どんなに親しい友人でも、互いの葬式には参列できない。」"
926,yourself as part of the problem.,自分自身を問題の一部として。
927,Philadelphia is not dull -- it just seems so because it is next to,フィラデルフィアは退屈ではない――ただ、隣にあるからそう見えるだけだ。
928,The apple fermented,,リンゴは発酵した。
929,You have the capacity to learn from mistakes. You'll learn a lot,,あなたには間違いから学ぶ能力がある。あなたは多くを学ぶだろう。
930,never have to stop and answer the phone.,決して立ち止まって電話に出る必要がない。
931,One can't proceed from the informal to the formal by formal means.,非公式なものから公式なものへ、公式な手段で進むことはできない。
932,"If you don't care where you are, then you ain't lost.",自分がどこにいるか気にしないなら、迷子ではない。
933,History doesn't repeat itself -- historians merely repeat each,歴史は繰り返さない――歴史家が互いに繰り返すだけだ。
934,Every instructor assumes that you have nothing else to do,,すべての講師は、あなたが他に何もすることがないと仮定する。
935,-- Bruce Leverett,-- ブルース・レヴェレット
936,Idiot: A member of a large and powerful tribe whose influence in human,馬鹿：人間社会において影響力を持つ、大きくて強力な部族のメンバー。
937,written and another for which it wasn't.,書かれたものと、そうでないもののために。
938,California is a fine place to live -- if you happen to be an orange.,カリフォルニアは住むには良い場所だ――もしあなたがオレンジなら。
939,"Next Friday will not be your lucky day. As a matter of fact, you don't",来週の金曜日はあなたの幸運な日ではない。実を言うと、あなたは
940,Military justice is to justice what military music is to music.,軍法は正義にとって、軍楽が音楽にとってそうであるようなものだ。
941,"Whenever the literary German dives into a sentence, that is the last","文学的なドイツ人が文章に飛び込むときはいつでも、それが最後だ。"
942,The billows smooth and bright --,波は滑らかで輝いている――
943,Murphy would be there to tell me,,マーフィーがそこにいて、私に教えてくれるだろう。
944,be hard to understand.,理解するのが難しいだろう。
945,"poor, to sleep under the bridges, to beg in the streets, and to steal","貧しい人々が、橋の下で眠り、路上で物乞いをし、"
946,"""We don't care. We don't have to. We're the Phone Company.""","「私たちは気にしない。気にする必要はない。私たちは電話会社だから。」"
947,Wasting time is an important part of living.,時間を無駄にすることは、生きることの重要な一部である。
948,Go 'way! You're bothering me!,あっちへ行け！邪魔だ！
949,There is something fascinating about science. One gets such wholesale,科学には何か魅力的なものがある。人はそのような卸売りの
950,world has ever seen.,世界がかつて見たことのない。
951,Stop searching. Happiness is right next to you.,探すのをやめなさい。幸福はあなたのすぐ隣にある。
952,"Cynic: A blackguard whose faulty vision sees things as they are, not as",皮肉屋：物事をありのままに、あるべき姿ではなく見る、欠陥のある視力を持つ悪党。
953,was to go away.,は去ることだった。
954,Justice: A decision in your favor.,正義：あなたに有利な決定。
955,Do what comes naturally now. Seethe and fume and throw a tantrum.,今、自然に振る舞いなさい。煮えくり返り、怒り狂い、かんしゃくを起こしなさい。
956,Ambition is a poor excuse for not having sense enough to be lazy.,野心とは、怠けるほどの分別がないことの粗末な言い訳である。
957,"If someone had told me I would be Pope one day, I would have studied","もし誰かが、私がいつか教皇になると言っていたら、私は"
958,"As Dame Fortune did intend,",幸運の女神が意図したように
959,"If computers get too powerful, we can organize them into a","もしコンピュータが強力になりすぎたら、我々はそれらを"
960,Don't believe everything you hear or anything you say.,聞くことすべて、あるいは言うことすべてを信じるな。
961,There's no point in being grown up if you can't be childish sometimes.,時々子供っぽくなれないなら、大人である意味はない。
962,Question:,質問：
963,tomorrow!,明日！
964,"But scientists, who ought to know",しかし、科学者たちは、知っているはずなのに
965,"Bringing computers into the home won't change either one, but may","コンピュータを家庭に持ち込んでも、どちらも変わらないだろうが、"
966,The Funky Grooves Tour,ファンキー・グルーヴ・ツアー
